Nome do Evento,Data,Localização,Imagem
CIETH INFORMA PROGRAMAÇÃO ACADÊMICA 2024,"23 NOV
10 MAR","Av. Treze de Maio, 33 - Rio de Janeiro, RJ",https://images.sympla.com.br/65492d1dcf86f-xs.jpg
APRENDA A POTENCIALIZAR SEU CÉREBRO - CERTIFICAÇÃO + FERRAMENTAS,"TER, 26 DEZ · 20:00","O evento será online - Macaé - Macaé, RJ",https://images.sympla.com.br/644ed33388f28-xs.png
Mitologia na Arquitetura do Palácio do Catete - Visita guiada com o historiador Marcelo Spohn,"DOM, 07 JAN · 14:30","Palácio do Catete - Rio de Janeiro, RJ",https://images.sympla.com.br/630251407936b-xs.png
Curso Torno Madeira Segurança e Operação JANEIRO,"SAB, 13 JAN · 09:00","Polo Maker MakerSpace Oficina Compartilhada - Rio de Janeiro, RJ",https://images.sympla.com.br/64c9735853c66-xs.png
Workshop Cutelaria JANEIRO,"SAB, 13 JAN · 09:00","Polo Maker MakerSpace Oficina Compartilhada - Rio de Janeiro, RJ",https://images.sympla.com.br/6171f320e8cec-xs.jpg
Liderança 5G - Focada em Pessoas e Resultados,"25 JAN
26 JAN","Local a definir - Rio de Janeiro, RJ",https://images.sympla.com.br/657d9ecfbd6ff-xs.png
CURSO DE CFTV - Circuito Fechado de TV (Janeiro - 2024),"23 JAN
31 JAN","ESCOLA SEG - Rio de Janeiro, RJ",https://images.sympla.com.br/658b2ecf02f21-xs.png
O Antídoto do Medo - Aprenda como se libertar das inseguranças e medos,"QUA, 03 JAN · 20:00","O evento será online - Volta Redonda - Volta Redonda, RJ",https://images.sympla.com.br/6531519b9cbf9-xs.png
O PODER DO HÁBITO - (APRENDA COMO MODIFICAR SEUS HÁBITOS),"SEG, 01 JAN · 20:00","O evento será online - Macaé - Macaé, RJ",https://images.sympla.com.br/644c28d4812ce-xs.png
O PODER DO FOCO - MAIS DE 4 MIL PESSOAS JÁ ASSISTIRAM ESSE AULÃO,"QUI, 04 JAN · 20:00","O evento será online - Volta Redonda - Volta Redonda, RJ",https://images.sympla.com.br/6536d785cdf85-xs.png
COMO ESCREVER E LANÇAR SEU PRIMEIRO LIVRO - PASSO A PASSO,"QUA, 10 JAN · 20:00","O evento será online - Nova Iguaçu - Nova Iguaçu, RJ",https://images.sympla.com.br/645219c311eb6-xs.png
Inteligência Emocional + Neurociência - (COM CERTIFICAÇÃO),"SAB, 13 JAN · 09:30","O evento será online - Campo Grande - Rio de Janeiro, RJ",https://images.sympla.com.br/653bfb77aa4c8-xs.png
Desbloqueio Emocional na pratica (Aprenda um passo a passo),"SEG, 15 JAN · 20:00","O evento será online - Belford Roxo - Belford Roxo, RJ",https://images.sympla.com.br/620ff68c53551-xs.png
Curso Prático Marcenaria Básica JANEIRO,"SAB, 27 JAN · 10:00","Polo Maker MakerSpace Oficina Compartilhada - Rio de Janeiro, RJ",https://images.sympla.com.br/63af28162850f-xs.png
Curso Marcenaria Nível 2 - JANEIRO,"SAB, 13 JAN · 10:00","Polo Maker MakerSpace Oficina Compartilhada - Rio de Janeiro, RJ",https://images.sympla.com.br/61095a4de3f88-xs.png
Curso Corte Laser JANEIRO,"SEX, 05 JAN · 18:00","Polo Maker MakerSpace Oficina Compartilhada - Rio de Janeiro, RJ",https://images.sympla.com.br/63af2332445c0-xs.png
Curso Prático de Solda Elétrica JANEIRO,"SAB, 27 JAN · 09:00","Polo Maker MakerSpace Oficina Compartilhada - Rio de Janeiro, RJ",https://images.sympla.com.br/63af270b505a1-xs.png
1º Workshop em Gestão de Engenharia e Manutenção em Estabelecimentos Assistenciais de Saúde,"SAB, 13 JAN · 07:30","Edificio RB1 - Rio de Janeiro, RJ",https://images.sympla.com.br/65734475275c6-xs.jpg
Curso de TUPIA,"03 JAN
31 JAN","Polo Maker MakerSpace Oficina Compartilhada - Rio de Janeiro, RJ",https://images.sympla.com.br/64ca4d6ab421f-xs.png
Curso de Segurança e Operação - Marcenaria,"03 JAN
31 JAN","Polo Maker MakerSpace Oficina Compartilhada - Rio de Janeiro, RJ",https://images.sympla.com.br/611102eb5ac97-xs.png
Transformação total - A jornada da virada,"SAB, 27 JAN · 09:00","Local a definir - Nova Iguaçu, RJ",https://images.sympla.com.br/657b5a11c23fd-xs.png
PARTAGE DANCE I INSCRIÇÕES,"09 MAR
29 DEZ","Partage Shopping São Gonçalo - São Gonçalo, RJ",https://images.sympla.com.br/63fdfe9ae082b-xs.png
VISITA MEDIADA EDUCATIVO MUSEU DO AMANHÃ,"22 NOV
29 DEZ","Museu do Amanhã - Rio de Janeiro, RJ",https://assets.bileto.sympla.com.br/eventmanager/production/1tadp4o68ih76o9bhpj5rn18ogaguacsfgnilauuceccji4q8squdsfp88diin5223rcaqo27jvqk9218koql275pr8odd9t93d0gf9.webp
PRÁTICAS LÚDICO-ARTÍSTICAS DE CONTAÇÃO DE HISTÓRIAS - Online-acesso imediato + 4sábados presenciais,"09 DEZ
24 FEV","LEPE MULTIESPAÇO - Rio de Janeiro, RJ",https://images.sympla.com.br/653837f8a1e46-xs.jpg
Projeto FAMA,"08 MAR
09 MAR","Mansão Nobleman - Rio de Janeiro, RJ",https://images.sympla.com.br/639b694540bcb-xs.jpg
Curso Prescrição de exercícios para pessoas com Deficiência Física,"27 JAN
28 JAN","Norte Shopping - Rio de Janeiro, RJ",https://images.sympla.com.br/654c1a11bd21e-xs.png
Bagstorage - Armazenamento de Bagagens,"07 JUN
01 JAN","Bagstorage - Armazenamento de Bagagens - Rio de Janeiro, RJ",https://images.sympla.com.br/6480ff736df8c-xs.jpg
Workshop Gratuito - A Mente Do Ator Na Construção do Personagem,"QUI, 11 JAN · 13:00","SALA Daiana Ferreira SESEC - Rio de Janeiro, RJ",https://images.sympla.com.br/6561fc30ed66e-xs.png
Um dia na Ilha de Paquetá,"27 DEZ
29 DEZ","Praça Quinze de Novembro - Rio de Janeiro, RJ",https://images.sympla.com.br/658b28083568f-xs.jpg
Com Elas Workshop,"SEG, 01 JUL · 08:00","Local a definir - São Pedro da Aldeia, RJ",https://images.sympla.com.br/657355675fd1a-xs.jpg
Mova-se no Rio,"05 JAN
07 JAN","Espaço Mova - Rio de Janeiro, RJ",https://images.sympla.com.br/6584753203698-xs.jpg
Consultoria de Imagem e estilo,"SAB, 30 DEZ · 15:00","Studio 101 - Rio Bonito, RJ",https://images.sympla.com.br/654e740d780e5-xs.jpg
Encontros Criativos - em dinâmicas interativas,"SAB, 13 JAN · 09:30","Estrada da Canoa, 722 - Rio de Janeiro, RJ",https://images.sympla.com.br/655fe938abdc4-xs.png
FISIOTERAPIA NAS DISFUNÇÕES SEXUAIS FEMININAS (CURSO PRESENCIAL),"18 MAI
19 MAI","TIJUCA INN - Rio de Janeiro, RJ",https://images.sympla.com.br/657a259d546da-xs.jpg
AMAMENTAÇÃO BASEADA EM EVIDÊNCIAS: FORMAÇÃO E ATUALIZAÇÃO DE CONSULTORES DE AMAMENTAÇÃO,"01 MAR
05 MAR","TIJUCA INN - Rio de Janeiro, RJ",https://images.sympla.com.br/65678b20e23fe-xs.jpg
O Poder do POSICIONAMENTO,"SAB, 27 JAN · 09:00","Vision Offices - Rio de Janeiro, RJ",https://images.sympla.com.br/657c86da01ff8-xs.jpg
PALESTRA SEJA O MESTRE,"SAB, 20 JAN · 16:00","Shopping Nova Belford - Belford Roxo, RJ",https://images.sympla.com.br/657903cd17b1d-xs.png
Arena Brasileira de Debates Científicos Edição Nutrologia,"SAB, 09 MAR · 08:00","Av. Lúcio Costa, 5400 - Rio de Janeiro, RJ",https://images.sympla.com.br/6577058249dc7-xs.jpg
I Simpósio da Escola Torre de Marfim - A Família e a Educação Personalizada,"SAB, 03 FEV · 08:30","Auditório Universidade Estácio de Sá - Rio de Janeiro, RJ",https://images.sympla.com.br/657a03a62bb89-xs.jpg
Formação de Aplicadores em Análise do Comportamento Aplicada (ABA),"13 JAN
16 MAR","Local a definir - Nova Iguaçu, RJ",https://images.sympla.com.br/6547b626cc6fc-xs.png
Curso de Massoterapia Ayurvédica 2024.1 | por Nathália Meyohas,"02 MAR
16 MAR","Local a definir - Rio de Janeiro, RJ",https://images.sympla.com.br/656e266542bb4-xs.jpg
WORKSHOP NBR 5674 - MANUTENÇÃO PREDIAL,"SAB, 24 FEV · 10:00","R. Antônio de Abreu, 80 - Rio de Janeiro, RJ",https://images.sympla.com.br/654e91c77f874-xs.jpg
"1° Congresso Multidisciplinar da RBPC Tema: Multidisciplinaridade, Inteligência Artificial e Futuro","23 MAI
24 MAI","Forum de ciêcia e cultura/UFRJ - Rio de Janeiro, RJ",https://images.sympla.com.br/647575de50f11-xs.jpg
Workshop Dupla Tarefa em Idosos- Presencial RJ,"SAB, 16 MAR · 08:00","Clínica ReCog - Rio de Janeiro, RJ",https://images.sympla.com.br/65444621c786c-xs.png
3° Workoshop de Bioimpressão e engenharia de tecidos,"12 ABR
13 ABR","Centro Brasileiro de Pesquisas Físicas - Rio de Janeiro, RJ",https://images.sympla.com.br/6508c660d71ed-xs.png
Summer Intensive 2k24,"23 JAN
27 JAN","Local a definir - Rio de Janeiro, RJ",https://images.sympla.com.br/652864f8e4443-xs.png
Formação de Doula na Tradição,"24 JAN
24 MAR","Templo de Adoração a Grande Mãe - Nova Friburgo, RJ",https://images.sympla.com.br/6532ba54dc23f-xs.jpg
Treinamento de Atalaias - Tempo de Ampliar os Intercessores,"06 FEV
07 MAI","FATEF VOLTA REDONDA - Volta Redonda, RJ",https://images.sympla.com.br/653c4b9706507-xs.png
CAFÉ com Segurança do Trabalho (KAP Tríade),"SAB, 13 JAN · 08:00","Mercure Rio de Janeiro Nova Iguacu - Nova Iguaçu, RJ",https://images.sympla.com.br/653ede9032b52-xs.png
Workshop para novos escritores,"SAB, 13 JAN · 08:30","AD Bonsucesso - Rio de Janeiro, RJ",https://images.sympla.com.br/654eb4b1316c1-xs.jpg
Passeio Pelo Centro Histórico do Rio de Janeiro 2,"SAB, 13 JAN · 09:30","Catedral Metropolitana de São Sebastião do Rio de Janeiro - Rio de Janeiro, RJ",https://images.sympla.com.br/647525c315072-xs.jpg
Passeio Pelo Centro Histórico do Rio de Janeiro,"SEX, 12 JAN · 09:30","Palácio Tiradentes - Rio de Janeiro, RJ",https://images.sympla.com.br/64148fab8c633-xs.jpg
AULAS DE RITMOS BY CLAUDIA,"26 MAI
29 DEZ","R. Anhembi, 315 - Rio de Janeiro, RJ",https://images.sympla.com.br/646f486eabb39-xs.png
Curso Completo de Carro Eletrico no Rio de Janeiro,"10 DEZ
11 DEZ","Moura Espaço Mult - Rio de Janeiro, RJ",https://images.sympla.com.br/5d9f29617bf76-xs.jpg
PSIQUIATRIA UMA INDÚSTRIA DE MORTE,"27 JAN
28 DEZ","Base - Rio de Janeiro, RJ",https://images.sympla.com.br/601040d7c591b-xs.jpg
BALCÃO COACHING CIETH,"24 OUT
30 JUN","Av. Treze de Maio, 33 - sala 401 - Rio de Janeiro, RJ",https://images.sympla.com.br/6536dca56e8eb-xs.jpg
SECAPX MAX alcance seus objetivos de emagrecimento de forma eficaz.!,"17 MAI
20 MAI","CASA DA VÓ - Volta Redonda, RJ",https://images.sympla.com.br/6464f470721a7-xs.png
Nome do Evento,Data,Localização,Imagem
