Nome do Evento,Data,Localização,Imagem
E NÃO SOBROU NENHUM,"12 JAN
19 JAN","Del'Art - Teatros da Barra - Rio de Janeiro, RJ",https://assets.bileto.sympla.com.br/eventmanager/production/39sglci0mnlfaa7pjo29ghbbnc8vn2cfsm39rt5blu3gteu7k47lvn2s1nbc4pg3ish0bug3mr6lq2c5psbd75pnvpjpf5v7lsobb4t.webp
SHOW DO BONFIM,"SEX, 19 JAN · 21:00","Cine Teatro - Teatros da Barra - Rio de Janeiro, RJ",https://assets.bileto.sympla.com.br/eventmanager/production/3d902vbtqb4fpmdjn5jgdb176d4j6tab5815lm2eqvg45m0d4vvd2ueu170ko54rf8t10uht419993qgrp6fv109qsc6prcqr7gsldm.jpeg
No Tempo dos Festivais,"SEX, 26 JAN · 20:00","Teatro Brigitte Blair - Rio de Janeiro, RJ",https://assets.bileto.sympla.com.br/eventmanager/production/34o04fs8i2aj48btuns9dv4p64pduvrkgdr8bgvrp15t5j6sjvgqs25ok76a8ob4gulg9km1jd0t90oft1lrdk2s4g0smmaf25b3o4g.webp
Rio Noites Rocinantes Sergio Krakowsky convida Jards Macalé,"QUA, 17 JAN · 20:00","Teatro Brigitte Blair - Rio de Janeiro, RJ",https://assets.bileto.sympla.com.br/eventmanager/production/1ng9mko2abe3qvpb5eib9m1uvhtr7s07uhgv905rcqssp3rggumg0bk9651jkdio8k911i03t6ljpqcl04l803mcb12rc5fhfrvs2ed.jpeg
Festa da Comédia Carioca apresenta: JOÃO PIMENTA no Pimentaverso,"SAB, 13 JAN · 20:00","Teatro PRIO - Rio de Janeiro, RJ",https://assets.bileto.sympla.com.br/eventmanager/production/jsja8hd1etpkf4sf6tjuil5vc71gdqnpl7at20r8bpb7mqdfnntbgog7jbngu8barnsahjilgrq3von05u0u2354l947d0itj76bdn.webp
Lady Tempestade,"04 JAN
04 FEV","Teatro Poeira - Rio de Janeiro, RJ",https://assets.bileto.sympla.com.br/eventmanager/production/gr8ca4bpfsukhu930gu1s4e23j052pl35o0bgji1o6ebt6vdho17om62mobpdh4svlfspuad73stmbc56e252cocmst0q78bd2mr4g.webp
A Menina Escorrendo Dos Olhos Da Mãe,"05 JAN
31 MAR","Teatro Poeira - Rio de Janeiro, RJ",https://assets.bileto.sympla.com.br/eventmanager/production/37v4u04hpaon1u7jpms85v9q5lgghrmpusbtg78nnvbrq6imqvjehhi5eq1tvhh69h83c0oavg82221j0r5e04862vnr1sbo8cfd0gm.jpeg
STAND UP - COLMÉDIA STAND UP,"18 JAN
26 JAN","Rio Retro Comedy Club - Rio de Janeiro, RJ",https://assets.bileto.sympla.com.br/eventmanager/production/16155tcbb5mopjafdojdtqq0862k10hi6tcof4fhpid038jmb0aul5r8j8n3qvuqcc1auridhg9sg43opt2vauclejbep6tdtnc6cf2.webp
STAND UP COMEDY - MAGNO MARTINS,"SEX, 19 JAN · 21:30","Rio Retro Comedy Club - Rio de Janeiro, RJ",https://assets.bileto.sympla.com.br/eventmanager/production/o3q9re94nj3k5galcarpmma3piin2mej7g64uo5uc5p005800mhgm60khdlbnigr3obgficb2kdr339me3jt0ccmbng3lnv8khn2vp.jpeg
STAND UP COMEDY - DECO MACHADO,"SAB, 27 JAN · 21:30","Rio Retro Comedy Club - Rio de Janeiro, RJ",https://assets.bileto.sympla.com.br/eventmanager/production/qebo20rfee1j98gjlac43uua5pdam86j5ocqtl4qrerekf3rp1tn1jommesuotg00ak8bp41rodjbp1a5glbcukquavsjre088lb9c.jpeg
SHOW DE HUMOR - BORA IMPROVISAR,"21 JAN
04 FEV","Rio Retro Comedy Club - Rio de Janeiro, RJ",https://assets.bileto.sympla.com.br/eventmanager/production/9h40tjdf9k819efta17b9qea2l3t662gn2bbavindrd1r8ll4av6kffbstlttd35cugp84iuti7q0nd9d5kf8c1aanke4phm5cdmgq.webp
STAND UP COMEDY - JOÃO PIMENTA EM PIMENTAVERSO,"SEX, 12 JAN · 20:00","Rio Retro Comedy Club - Rio de Janeiro, RJ",https://assets.bileto.sympla.com.br/eventmanager/production/pqdeub96g4eopirtghag967jqac87h1pk6rnsvah0fcnc6jfbjpe67s5oblh8gorhrirr6gme5r38mmanhuo5o3kl7frnjriieg5oq.jpeg
O PODER DOS DESEJOS,"SAB, 20 JAN · 16:00","Teatro Fashion Mall - Rio de Janeiro, RJ",https://assets.bileto.sympla.com.br/eventmanager/production/2nm839c5ashj0picigmd9pl9htni06des6s18mepqcik1s518co9586gjqp8s6bqnlgp3e1sf2ulgd8qjm2d4tpn2tkgar3oshubadc.jpeg
O BAILINHO DO MICKEY,"20 JAN
21 JAN","Teatro Fashion Mall - Rio de Janeiro, RJ",https://assets.bileto.sympla.com.br/eventmanager/production/1709lkff0iceodlpbd8v2o5n3024c8fou6ij075v5nu5ckobkrv0na9jb44qnn220squ05lbt70l4bhem904dhba2ju3sin0basgsli.webp
STAND UP COMEDY - COMÉDIA SEM LEI,"SAB, 20 JAN · 20:00","Rio Retro Comedy Club - Rio de Janeiro, RJ",https://assets.bileto.sympla.com.br/eventmanager/production/29scu2t7feduvp9o7vi7pbvpha1psp7r34f4dp4m3p05nd55ncval5dk6o88gqtabiq6j1rhta4evkshamde6k3cnuapumr7c38a0jb.jpeg
SHOW DE HUMOR - IMPRÓPRIA,"DOM, 28 JAN · 18:30","Rio Retro Comedy Club - Rio de Janeiro, RJ",https://assets.bileto.sympla.com.br/eventmanager/production/3csmkrf63aksd892lrt69bkm2fg9ltas4u3nc270ksobqdujt0n90frmt4obq7kk1k20mm68ck3hbom6glcu5f4ki7kdt62nti4br5q.webp
STAND UP COMEDY - VINY ARÊAS DE RISCO,"SAB, 27 JAN · 20:00","Rio Retro Comedy Club - Rio de Janeiro, RJ",https://assets.bileto.sympla.com.br/eventmanager/production/31istupia16cn3e87svb90umc65ncq8ku43lu6432j3pf22kc0gp2ckfogqsg2h479hd37oko29lqdoqv6ahh15am8gg2kint8772pk.jpeg
STAND UP COMEDY - STAND-UP ACÚSTICO,"SAB, 20 JAN · 21:30","Rio Retro Comedy Club - Rio de Janeiro, RJ",https://assets.bileto.sympla.com.br/eventmanager/production/2cogt1q22ookboba4aqj1b180cdbpv5u5v5nvanccekq83prmeeohjjif0cs8f1u1mp8a6q5licqusgd8n3lq2786t5sf8h8dlh9q8p.jpeg
MICKEY CURTINDO AS FERIAS- O SHOW,"13 JAN
14 JAN","Teatro Fashion Mall - Rio de Janeiro, RJ",https://assets.bileto.sympla.com.br/eventmanager/production/35cd9kei7dqo38mrbvagsr0735flh1bfunndtdlikre3e1mpc8mnhfi97a3563an8a3h1kok7lbu1dnibkgu21d9jd39pk5sk35kueq.jpeg
DEIXA CLAREAR,"DOM, 21 JAN · 19:00","Teatro Fashion Mall - Rio de Janeiro, RJ",https://assets.bileto.sympla.com.br/eventmanager/production/17ihfc8q8h559b9f9pkoqink50749dv0c52ij1gb1bgdvqgghqd1jk47rss5q3h2pf43p9g6nnr847hf2ps468jal4d8rt2e0ap9o5a.jpeg
Flávia Wenceslau 'Minha música tem história',"SEX, 26 JAN · 20:00","Teatro Fashion Mall - Rio de Janeiro, RJ",https://assets.bileto.sympla.com.br/eventmanager/production/3rl6c46vdkrrahfj0hnipc3ediokgkdaispufrnpheiq6j2d8cdv5ogq5aunojacgc8jqthkqva7vhbriel9dp6su0qoumdvualb14e.jpeg
Marie Gabriella,"DOM, 28 JAN · 19:00","Teatro Fashion Mall - Rio de Janeiro, RJ",https://assets.bileto.sympla.com.br/eventmanager/production/9hp6gs367hk4re7j624cr1nkdq4tn6rdsg38vu3b71oqmjbnkis14b2ivv6qf4ohrs5okq8h9l0r37kjematv0hnnu9hdjm6rc57sh.jpeg
STAND UP COMEDY - COMÉDIA EM FÉ,"SAB, 13 JAN · 20:00","Rio Retro Comedy Club - Rio de Janeiro, RJ",https://assets.bileto.sympla.com.br/eventmanager/production/klehia8nld405bsko0sad8ie4kl70c5n1fe7jvvv3tgh1kvv0n88ucc5gsb4jfcg96lsqsm7tkv6uovq0r34ioc41mth47mgstu8jv.jpeg
STAND UP COMEDY - SUZY BRASIL,"SEX, 19 JAN · 20:00","Rio Retro Comedy Club - Rio de Janeiro, RJ",https://assets.bileto.sympla.com.br/eventmanager/production/gnb0fg7v3t6q8im1o1fhldd82ooq144aeji4b77jreufph502d48f8j2ngsgtpg207q69uc567b7449n7c3qic1ble7k7op2a5q97t.jpeg
ANNE FRANK-A VOZ QUE SE TEM MEMORIA,"12 JAN
19 JAN","Teatro Fashion Mall - Rio de Janeiro, RJ",https://assets.bileto.sympla.com.br/eventmanager/production/2fp4aq982i1o437o3i9eej6887dcem8s1t6pn4osvtspjt3cj1qn2qv2mi5lnis22fdohukcrkna6m3dgbu4aodj1ecmp3scsm9hdgk.jpeg
A ESPERANÇA NA CAIXA DE CHICLETE PING PONG,"17 JAN
07 FEV","Teatro Fashion Mall - Rio de Janeiro, RJ",https://assets.bileto.sympla.com.br/eventmanager/production/omjrgtfaksb7tl38eh3i87i4qkv7m8p1jtbe42kjf3mq20vdtkknjmee4mnj3ife6r1am9t7gl6bgruabqltib2lusrpmhv91eq48a.jpeg
A LUTA,"DOM, 07 JAN · 19:00","Teatro Fashion Mall - Rio de Janeiro, RJ",https://assets.bileto.sympla.com.br/eventmanager/production/142en593l13obgg20j04cckpmkhlhrehigs9fjjpspubles173u3379bg4vfum89jcktp7g3m9p54cta7i694qg3ogc5nrbmkcc9rv4.webp
STAND UP COMEDY - OS HOMENS QUEREM CASAR E AS MULHERES QUEREM SEXO,"SEX, 26 JAN · 21:30","Rio Retro Comedy Club - Rio de Janeiro, RJ",https://assets.bileto.sympla.com.br/eventmanager/production/2hs2sp6tn414t8nvndp61m4kd8i6ujkmgsre1l9velqr7t4fefginvccegvflt0a13hibulv8fu27gt7d9mj1iqlfos39t2au1erd0b.webp
STAND UP COMEDY - COMO PARTIR O CORAÇÃO DE UM AQUARIANO COM JÚNIOR CHICÓ,"DOM, 28 JAN · 20:30","Rio Retro Comedy Club - Rio de Janeiro, RJ",https://assets.bileto.sympla.com.br/eventmanager/production/2j1n9bug7jdgolnaqd390nejd7hf2890ifqrbcueencervg53bg2ake83kltkiur49ba1brf326igd5hstthkoqjg8hchu0vrnti3st.jpeg
DESFAZENDO IDEIAS: Stand Up Comedy com Felipe Ferreira,"SAB, 24 FEV · 20:00","Arena Carioca Fernando Torres - Rio de Janeiro, RJ",https://images.sympla.com.br/657c6d5ea9670-xs.jpg
Coraline - 04/02 - Teatro Henriqueta Brieba,"DOM, 04 FEV · 17:00","Teatro Henriqueta Brieba - Rio de Janeiro, RJ",https://images.sympla.com.br/655ff1854fdd6-xs.jpg
Cinderela - 24/02 - Teatro Henriqueta Brieba,"SAB, 24 FEV · 17:00","Teatro Henriqueta Brieba - Rio de Janeiro, RJ",https://images.sympla.com.br/655ff73910b24-xs.jpg
Coraline - 03/02 - Teatro Henriqueta Brieba,"SAB, 03 FEV · 17:30","Teatro Henriqueta Brieba - Rio de Janeiro, RJ",https://images.sympla.com.br/655ff16510749-xs.jpg
Cinderela - 25/02 - Teatro Henriqueta Brieba,"DOM, 25 FEV · 17:00","Teatro Henriqueta Brieba - Rio de Janeiro, RJ",https://images.sympla.com.br/655ff80d19fe3-xs.jpg
STAND UP COMEDY - FENANDO PEDROSA BEBE VINHO E XAVECA A PLATEIA,"SEX, 02 FEV · 21:30","Rio Retro Comedy Club - Rio de Janeiro, RJ",https://assets.bileto.sympla.com.br/eventmanager/production/1ahvukjoeogsn4abjj0plrgbr4hqus8dh2euskrguhehj1qiikhtu9lf387o314urpgb71cjkgk8fd4f0rl2nbuu180lncmup1ejh0k.jpeg
CARNA RODAS- O SHOW DO MICKEY,"SAB, 03 FEV · 16:00","Teatro Fashion Mall - Rio de Janeiro, RJ",https://assets.bileto.sympla.com.br/eventmanager/production/2i7dml1d5ku5150qdpoegj1vk0mbqbqjui8f2lmgd2ui0a0svvg7vfs69skhhbndj1gq05v19idbuc53h2ea9m10lk3kcs9ul1d77id.webp
"STAND UP COMEDY - CONSELHO DE CLASSE, UMA COMÉDIA DE PROFESSORES","SAB, 03 FEV · 20:00","Rio Retro Comedy Club - Rio de Janeiro, RJ",https://assets.bileto.sympla.com.br/eventmanager/production/29vkkujigtpnfc7nvuhknnug82p68bnlt4p8tl879obqgbaq3nogi973qa2urcktg3tdcb50sg8t55d9p72eabu29agjfbb769ufnl3.webp
STAND UP COMEDY - PEGUEI NO FRAGHA,"SEX, 02 FEV · 20:00","Rio Retro Comedy Club - Rio de Janeiro, RJ",https://assets.bileto.sympla.com.br/eventmanager/production/2i83cdd1um387gq7b3kntgh8nfobm6tkidmidav71hr5f95mhrigc16sfdr712taim9901io3od63kqeujfo08mgpeufgq0arr6o0ci.jpeg
Final Alternativo - Stand up comedy com Juliano Gaspar,"SEX, 08 MAR · 20:00","HOTEL VILA SUÍÇA 1818 - Nova Friburgo, RJ",https://images.sympla.com.br/6564f28bdac90-xs.jpg
Comédia 3 em1 Férias,"SAB, 20 JAN · 19:00","Teatro Raul Cortez - Duque de Caxias, RJ",https://images.sympla.com.br/64b03e194ed86-xs.jpg
"Éramos 6 com Ranther Melo, Wêlson, Alan Ribeiro, Matheus Mad e Pahby [18/01] na Ilha/RJ","QUI, 18 JAN · 21:00","Areninha Carioca Renato Russo - Rio de Janeiro, RJ",https://images.sympla.com.br/6571f21c29505-xs.jpg
Pequena Dança Para Mulheres Que Voam - SÁBADO (2ª temporada),"SAB, 13 JAN · 20:00","Parque Lage - Rio de Janeiro, RJ",https://images.sympla.com.br/658606efe92ae-xs.jpg
Pequena Dança Para Mulheres Que Voam - SEXTA-FEIRA (2ª temporada),"SEX, 12 JAN · 20:00","Parque Lage - Rio de Janeiro, RJ",https://images.sympla.com.br/658608189be24-xs.jpg
Pequena Dança Para Mulheres Que Voam - DOMINGO (2ª temporada),"DOM, 14 JAN · 20:00","Parque Lage - Rio de Janeiro, RJ",https://images.sympla.com.br/658608b655952-xs.jpg
Encruzilhadas RJ - SESSÃO IMERSIVA (domingo),"DOM, 04 FEV · 19:30","Terreiro de Umbanda Estrela da Jurema - Rio de Janeiro, RJ",https://images.sympla.com.br/6571e184dbda9-xs.jpg
Encruzilhadas RJ - SESSÃO IMERSIVA (sábado),"SAB, 03 FEV · 19:30","Terreiro de Umbanda Estrela da Jurema - Rio de Janeiro, RJ",https://images.sympla.com.br/6571e184dbda9-xs.jpg
Final alternativo - Stand up comedy com Juliano Gaspar,"QUI, 08 FEV · 20:00","La patria store 2.0 - Campos dos Goytacazes, RJ",https://images.sympla.com.br/65620f56a7b70-xs.jpg
STAND UP COMEDY - RODOLFFO CONVIDA - URBAN Itaipava,"QUI, 18 JAN · 21:00","URBAN Itaipava - Petrópolis, RJ",https://images.sympla.com.br/6570b2aea667c-xs.png
Visita ao Museu Carmem Miranda,"SAB, 03 FEV · 14:30","Museu Carmem Miranda - Rio de Janeiro, RJ",https://images.sympla.com.br/6580780da8230-xs.jpg
FELICIDADE À VENDA,"13 JAN
04 FEV","Centro Cultural da Justiça Federal (CCJF) - Rio de Janeiro, RJ",https://images.sympla.com.br/6574ee97b20c7-xs.jpg
Curso de Introdução ao Teatro do Oprimido,"22 JAN
24 JAN","Av. Mem de Sá, 31 - Rio de Janeiro, RJ",https://images.sympla.com.br/656645cc043f9-xs.jpg
Curso Jogos e Exercícios do Teatro do Oprimido,"25 JAN
26 JAN","Av. Mem de Sá, 31 - Rio de Janeiro, RJ",https://images.sympla.com.br/656649c7bf215-xs.jpg
Detector de Risos stand-up comedy no Ludogrill - Tijuca/RJ [26/12],"TER, 26 DEZ · 20:30","Ludogrill - Rio de Janeiro, RJ",https://images.sympla.com.br/63fdf4f23acb1-xs.jpg
Ingresso Casa do Click - Dezembro / 2023,"27 NOV
26 DEZ","Casa do Click - Itatiaia, RJ",https://images.sympla.com.br/65621dbaee598-xs.png
Detector de Risos stand-up comedy no Ludogrill - Tijuca/RJ [16/01],"TER, 16 JAN · 20:30","Ludogrill - Rio de Janeiro, RJ",https://images.sympla.com.br/63fdf4f23acb1-xs.jpg
Detector de Risos stand-up comedy no Ludogrill - Tijuca/RJ [02/01],"TER, 02 JAN · 20:30","Ludogrill - Rio de Janeiro, RJ",https://images.sympla.com.br/63fdf4f23acb1-xs.jpg
Detector de Risos stand-up comedy no Ludogrill - Tijuca/RJ [30/01],"TER, 30 JAN · 20:30","Ludogrill - Rio de Janeiro, RJ",https://images.sympla.com.br/63fdf4f23acb1-xs.jpg
Detector de Risos stand-up comedy no Ludogrill - Tijuca/RJ [09/01],"TER, 09 JAN · 20:30","Ludogrill - Rio de Janeiro, RJ",https://images.sympla.com.br/63fdf4f23acb1-xs.jpg
DIA 20/01/24 EM MESQUITA | COMÉDIA + IMPROVISAÇÃO Com RAPHAEL GHANEM,"SAB, 20 JAN · 21:30","Laba Comedy Bar - Mesquita, RJ",https://images.sympla.com.br/657f717f470a0-xs.jpg
Detector de Risos stand-up comedy no Ludogrill - Tijuca/RJ [23/01],"TER, 23 JAN · 20:30","Ludogrill - Rio de Janeiro, RJ",https://images.sympla.com.br/63fdf4f23acb1-xs.jpg
Leo Bianchini e Marulo,"SAB, 06 JAN · 20:00","Audio Rebel - Rio de Janeiro, RJ",https://images.sympla.com.br/658185b0d549e-xs.jpg
DIA 20/01/24 EM MESQUITA (2ª SESSÃO) COMÉDIA + IMPROVISAÇÃO Com RAPHAEL GHANEM,"SAB, 20 JAN · 18:30","Laba Comedy Bar - Mesquita, RJ",https://images.sympla.com.br/6581ab0f1b1d1-xs.jpg
La Brasa apresenta De Bar Em Bar stand-up comedy em Realengo/RJ [28/12],"QUI, 28 DEZ · 20:00","La Brasa Burger Realengo - Hamburgueria Artesanal - Rio de Janeiro, RJ",https://images.sympla.com.br/656d6e0ed7d55-xs.jpg
OSWALDO MONTENEGRO - CELEBRANDO 50 ANOS DE ESTRADA,"SAB, 16 MAR · 21:00","Vivo Rio - Rio de Janeiro, RJ",https://assets.bileto.sympla.com.br/eventmanager/production/2moe868rnheq5tsr66cs1ss1uf1csm2j1s9ism05tjd923nvofvej3e3lffu1o3mm7c61t6gu9lstsrnf27qcsp67raeuihoskdgci2.jpeg
CIRCO DO TOPETÃO,"02 MAR
31 MAR","Teatro Clara Nunes - Rio de Janeiro, RJ",https://assets.bileto.sympla.com.br/eventmanager/production/25e2j61cdemihrvvj5erfevefoolrsha6i7d5g7qekp2vjonkhir56oqa1ck55m5ciepct6q2bfcpag606t6351eg6i7go5usquqo94.jpeg
As Aventuras do Bob Zoom,"13 ABR
14 ABR","Teatro Clara Nunes - Rio de Janeiro, RJ",https://assets.bileto.sympla.com.br/eventmanager/production/1rskr73pg5ja2cf40echlnrhkdr39p3uamma2kaabhtqplks17hm3vcf9hsnodqnhcv24c7lahq8nountf45rrsaaal6o9tpqn9u4hu.webp
A NOVIÇA REBELDE,"18 ABR
23 JUN","Teatro Riachuelo RJ - Rio de Janeiro, RJ",https://assets.bileto.sympla.com.br/eventmanager/production/5i32br13f16v8pkfeid9kab5t9fhldovv4d1u4e1a0ppvrhelckdpugdvpu0b5qjcp4ib3fms551kn5sebivh61tp360omh0c7hm0l.jpeg
ALCEU VALENÇA - ALCEU DISPOR,"SAB, 13 ABR · 21:00","Vivo Rio - Rio de Janeiro, RJ",https://assets.bileto.sympla.com.br/eventmanager/production/6ro3kk1tfv4jgeht6um4mb77lt81usi674uguqhrrij0rapj1vrobja7kvolmdi9i59rmma2esdh5m5nv774q5uhua7n28b6ir4nqn.jpeg
"DESAFIO DAS DRAGS, CATEGORIA FINA","TER, 26 DEZ · 19:30","TEATRO RIVAL - Rio de Janeiro, RJ",https://assets.bileto.sympla.com.br/eventmanager/production/1retsqiguqvi6mo2ar77pqqh87hg7mj6hvga6vc615fuq721uh4k0tshest0pq40emrqt3kuhs252q25vu0rdnjvfkaji5s0ssr6oan.jpeg
"BAILE DE SALÃO, MARIA ALCINA E GIGANTE CÉSAR","QUA, 27 DEZ · 21:00","TEATRO RIVAL - Rio de Janeiro, RJ",https://assets.bileto.sympla.com.br/eventmanager/production/33gsep899uam16kcpgp3pu3lvvab7ulns06lm5da2e19q3sdgsnubohq9mdt4cdmaj0pitb35usvg789k5hit0mjhbbeq6qof751imq.webp
JAY VAQUER,"QUI, 28 DEZ · 21:00","TEATRO RIVAL - Rio de Janeiro, RJ",https://assets.bileto.sympla.com.br/eventmanager/production/36a6cpkuhjtie37tpue7bkp7qeje6k4a65r3l8fj12dvvusn4hkb3r3dubegtblip5h4fqqlvsdon0r3v9ac4qjocc25vgl9uaakisd.jpeg
Lu Spedo no show 'Cassiana' - Homenagem a Cassia Eller & Ana Carolina,"QUI, 28 DEZ · 21:00","Soberano Itaipava - Petrópolis, RJ",https://assets.bileto.sympla.com.br/eventmanager/production/3muqo0h1o2vc44lasj9a4keq93ecloi7f6i9979k44ldde92soj5gajupjkp7enl3m26imop47gsejo5sip88asqhjbav6gltchecta.jpeg
NATAL SHOW MUSICAL,"09 DEZ
30 DEZ","Teatro Vanucci - Rio de Janeiro, RJ",https://assets.bileto.sympla.com.br/eventmanager/production/2iheisfh5rk25oq6c3cipa7daq3lc5n1ds0o470g3tnp2dj3v57n60qgatjo8be3lvul85jo7s99u6f3m65lvtauni63ged301hqris.webp
Gabriel Grossi & Jorge Pardo (Espanha),"SAB, 30 DEZ · 21:00","Soberano Itaipava - Petrópolis, RJ",https://assets.bileto.sympla.com.br/eventmanager/production/3hjbvvniap374shmbh3r4p13aombuonpsfngir7po7ov0cg5l79nap4osoq1m91ruevmb9h3551b0ap7jjbae575elabdorf1rmefum.webp
"ERASMANDO, Um tributo ao gigante gentil Erasmo Carlos com Luiz Lopez, Mario Vitor, Pedro Herzog e Rike Frainer","SEX, 29 DEZ · 19:30","TEATRO RIVAL - Rio de Janeiro, RJ",https://assets.bileto.sympla.com.br/eventmanager/production/205fmvk67be19ut5uhsubk2jlom7elhgpfq6omfaoet0p21gkfdmptu0eom4vrnj090pmsjumvlb1kq22odkbascef4fcge5all7e2u.webp
Yuri Marçal em Macaé/RJ [20/01],"SAB, 20 JAN · 21:00","Mercure Macaé - Macaé, RJ",https://images.sympla.com.br/6570de6476f3b-xs.jpg
Yuri Marçal em Campo Grande/RJ [18/01],"QUI, 18 JAN · 21:00","Teatro de Arena Elza Osborne -Lona Cultural - Rio de Janeiro, RJ",https://images.sympla.com.br/6578e9d7d5e74-xs.jpg
Bailinho dos Minions,"17 FEV
18 FEV","Teatro Brigitte Blair - Rio de Janeiro, RJ",https://assets.bileto.sympla.com.br/eventmanager/production/1atmcub8ee0mlq24fev7sfopep8k1sr7251h097k1mk2go0hvrq7rrpjqneodca2cjii26hrt6ob60lu041lock53gbg79fad9qq6qk.webp
"Death Note, o Musical - In Concert.","QUI, 29 FEV · 20:00","Teatro Clara Nunes - Rio de Janeiro, RJ",https://assets.bileto.sympla.com.br/eventmanager/production/3o0o08dqo42ag4bpi08l4qjc7i8c9l01urfv0k2rq9g5n1kuhhn2ms8eqohrel3mn883kciq8hvq8m8f7o7abreq0hbk7rh8su1fdtv.jpeg
Mickey curtindo férias - o show,"03 FEV
04 FEV","Teatro Brigitte Blair - Rio de Janeiro, RJ",https://assets.bileto.sympla.com.br/eventmanager/production/21067hkpi9q4j098e8dq1to6qo0jl2320mitktkpdv8k1dp42n1689ptq0qucabaompvub384htd2k5b3081olkcsbpcsu2pebn88kc.jpeg
Plinio Oliveira – 35 anos,"DOM, 25 FEV · 19:30","Teatro Brigitte Blair - Rio de Janeiro, RJ",https://assets.bileto.sympla.com.br/eventmanager/production/264og495um4onn1ind45g5ulimv0f5mtn4drga4bkh1fmq2rp07trj8nifetgrdi5p0c3ue01g1n6briel6mfqvn76nhvmik1js3eee.webp
CASA DA COMÉDIA CARIOCA - DESFAZENDO IDEIAS: com Felipe Ferreira,"SEX, 02 FEV · 21:30","Teatro Cândido Mendes - Rio de Janeiro, RJ",https://assets.bileto.sympla.com.br/eventmanager/production/2hsq0e04bl01amd5e3d01uu0m6drlvrols1ej520sen50drb4c1pj5lscv2ndnj13g6lhschequaut3buegufsgl1gi49s0e2mnc290.jpeg
Bailinho do Mickey - o show,"24 FEV
25 FEV","Teatro Brigitte Blair - Rio de Janeiro, RJ",https://assets.bileto.sympla.com.br/eventmanager/production/1un036jcm4dhaqqfgkthce2ci2co93pnrq95v99trrs04dg7n0seg6mp71o6e6ds1s2nadcbo3m71hh5efnjib3svgbn2v0i9tglt1q.webp
Glauber Cunha em Nova Iguaçu/RJ Dona Sonia em Eu Não Digo É Nada,"SEX, 23 FEV · 20:00","Teatro Nova Iguaçú - Nova Iguaçu, RJ",https://assets.bileto.sympla.com.br/eventmanager/production/4j7ci6pjrqik2molp4i4hp9m0fu22s51k13n6gk5k08us8enlno04d0568j38s4jangt87afeo9dplflsvgiuakffe0v3s8khhid07.webp
"Nilze Carvalho canta Elton, Paulinho e Hemínio","QUI, 22 FEV · 20:00","Teatro Brigitte Blair - Rio de Janeiro, RJ",https://assets.bileto.sympla.com.br/eventmanager/production/3gbqmrpoqb2jldqafmmo5kr1ndbqv086rr82amv5cs8ecu9lfj8s55u1rj29hl3t27vhvca7h91e203tbv1g1jau04nqp4i4om9ulsg.jpeg
Maurício Meirelles em Webbullying - Geração Z,"22 FEV
23 FEV","Teatro Clara Nunes - Rio de Janeiro, RJ",https://assets.bileto.sympla.com.br/eventmanager/production/2hc9ou2mffp1d0lrshoh6ifrtr9fqd1mhvpt84fqu4r0djfnmci05jkjpbmiigt6ob9t50h8g3ur7u220cb47lm25une5011gdtlh8m.jpeg
Douglas Di Lima em Nova Iguaçu/RJ Vida de Crente,"QUI, 01 FEV · 20:00","Teatro Nova Iguaçú - Nova Iguaçu, RJ",https://assets.bileto.sympla.com.br/eventmanager/production/1dpm7jtqo7atktkmfqqrhe8buqdipe0c69hgt9d7racfdthrcku3ji4dg4rv05j11aotgtf94u4f8ib374inag1rukksmj8tshs6vko.webp
"GONGADA DRAG com SUSY BRASIL, apresentada por BRUNO MOTTA","QUA, 31 JAN · 22:00","TEATRO RIVAL - Rio de Janeiro, RJ",https://assets.bileto.sympla.com.br/eventmanager/production/2scf9mratnpl104ngkfg8j64vjie4hef8fhifo142vfh5oglqdenuobjjsig08tk3th6ujur83itnfcd983o2mhk021mk9khvfvprb2.jpeg
OUTRAS MARIAS,"SEX, 02 FEV · 19:30","TEATRO RIVAL - Rio de Janeiro, RJ",https://assets.bileto.sympla.com.br/eventmanager/production/2ca6vj88t0bg49jbdts6sclj6or5k0c5pifdeh2mc54ngrqo4k77ockeo47smvoacck1gjccvc8rspj1u89st86c206hp1ndbce4kcj.jpeg
REALITY SÍNDICO SHOW,"24 JAN
28 JAN","Praia da Barra da Tijuca - Rio de Janeiro, RJ",https://images.sympla.com.br/6562789ad339e-xs.png
Curso de Teatro Livre Gratuito,"22 JAN
02 DEZ","Paróquia Nossa Senhora de Fátima e São Jorge - (Nova Iguaçu) - Nova Iguaçu, RJ",https://images.sympla.com.br/65689a72a303d-xs.jpg
Espetáculo de Dança Flores(Ser),"DOM, 14 JAN · 18:00","Espaço Cultural Panorama - São Gonçalo, RJ",https://images.sympla.com.br/657728364e238-xs.png
Cida Moreira - Canções de Sérgio Sampaio,"SEX, 12 JAN · 21:00","Soberano Itaipava - Petrópolis, RJ",https://assets.bileto.sympla.com.br/eventmanager/production/1ea3fiq81gk2lt2dajdnaoqfh9e5r70kon3q2le2mitaackm8d15pr0io8urd4mv4kp8qs1oomqemqv05ecs94l8dfbru77j5iqadt6.webp
