Nome do Evento,Data,Localização,Imagem
A CASA MÁGICA DA GABI,"06 JAN
07 JAN","Teatro Vanucci - Rio de Janeiro, RJ",https://assets.bileto.sympla.com.br/eventmanager/production/11cj54k33pj1me2uqlc6j54p6sndcedqs110btp34vqjfh21h2trolivj2h62mhtrp6v6se292vmb92lg46dq3v8o5756cbs9rto84j.webp
João Xenakis - Homenagem a James Taylor & Cat Stevens,"SEX, 19 JAN · 21:00","Soberano Itaipava - Petrópolis, RJ",https://assets.bileto.sympla.com.br/eventmanager/production/hlk52civb15qf4osab02fqj0sjd7incaiudtdng0u2a77uhrg5ird8dgehpomv2rptvrp46d417s98afg5kh3m343uht5c2ne9c0h8.jpeg
"SOLTEIRA, INTEIRA E FELIZ","10 JAN
29 FEV","Teatro dos 4 - Rio de Janeiro, RJ",https://assets.bileto.sympla.com.br/eventmanager/production/2i0ggja2m7b0ge5r8o9oi5du8a7i98ae54b1mifb9kacpkgn83mhtpnfd0iu173o1tdb495npkb2adpo19ddi4ogrsps8lm1evnimhr.jpeg
Sorria! Você está no além!,"03 JAN
24 JAN","Teatro Vanucci - Rio de Janeiro, RJ",https://assets.bileto.sympla.com.br/eventmanager/production/1m648cd70u7a2q5lbcv0kfjs4pitoflge0c7i2l0dneci1os0ebfp0g7dhvrlpniqut0g5rh347m41to3b18a9mj2094o5u95cejh19.jpeg
Os 3 Porquinhos,"20 JAN
28 JAN","Teatro Brigitte Blair - Rio de Janeiro, RJ",https://assets.bileto.sympla.com.br/eventmanager/production/1m86iqi7r0j949avtsicpf0oa6ebk124nllvemudmkjec8bd91gta6ugcr19v5jufkk3fnqcgqctqvcb52bd14jaei4l1m5opdve72c.jpeg
Brasil de Janeiro a Janeiro,"12 JAN
26 JAN","Teatro Cândido Mendes - Rio de Janeiro, RJ",https://assets.bileto.sympla.com.br/eventmanager/production/2vromb2b7rps5qd77tdcpftc3rodlkhfde9p5l443re88nsg87k7i2klcd55kka422d4r30v16o6hcpa9c8f0al1egpofpft0unampl.jpeg
"DUETOS, A COMÉDIA DE PETER QUILTER","05 JAN
25 FEV","Teatro dos 4 - Rio de Janeiro, RJ",https://assets.bileto.sympla.com.br/eventmanager/production/3oi7i0uquof1k8592t5f3aqdbkrklf7fngpc6q79o5sl68m0lorl1froq32qimkgglsldjc0l2i73n331ojsg9obem4dpf2os7oo9vv.webp
MISKA MUSKA- O SHOW DO MICKEY,"DOM, 28 JAN · 15:00","Sala Nelson Pereira dos Santos - Niterói, RJ",https://assets.bileto.sympla.com.br/eventmanager/production/2sppfbv30lu57agbcsr6idt561nfcjn6jcjqcleuagtkneeehoqhml7lnqcfb91ro1511vsvufacqsnk70s40ls1euj7knhhbn997s7.webp
DRAGSTAR – NOVA TEMPORADA,"QUA, 10 JAN · 20:00","TEATRO RIVAL - Rio de Janeiro, RJ",https://assets.bileto.sympla.com.br/eventmanager/production/3j1lb0o9l9kkb12g6mekimh8vb65j9m3lm91r0f3lpcf784hnk9d3lvmi6s2ebd9ihjts55hsa1ejbo8b9o5dvcrsnhoiep0rb6c7gm.jpeg
Duca Pantaleão - Dois de Mim,"SEX, 26 JAN · 20:00","Sala Nelson Pereira dos Santos - Niterói, RJ",https://assets.bileto.sympla.com.br/eventmanager/production/23bed62h4s3ene9hrmlei7u1bbfkhfpkekbctk0b5k01hmjefagiqo08rbjom4rmrd8ie7q308ps48vjuvb6f7los57uco2h62v9ivd.jpeg
FLORES ASTRAIS - UM TRIBUTO AOS 50 ANOS SECOS & MOLHADOS,"QUI, 25 JAN · 20:00","Teatro Riachuelo RJ - Rio de Janeiro, RJ",https://assets.bileto.sympla.com.br/eventmanager/production/v59alujnmlklqi1m07djlulmv09u96r04pguigkhnfugh7aroopd166qpmshk8t2kt0b1s7cdohbsijmpo4okoo9fgrsn4nf52cld5.webp
RAY CONNIFF: THE TRIBUTE SHOW,"SEX, 19 JAN · 20:00","Teatro Riachuelo RJ - Rio de Janeiro, RJ",https://assets.bileto.sympla.com.br/eventmanager/production/1o8l3bg07tlai6sghkhuclvvqtph9hm07fum7m4tg3dup8ve919ab1bvr5csb2i2gpd8p2q9qr1vt32ok0jfu67009jpb7rk213ntnh.webp
Por Elas,"12 JAN
04 FEV","Teatro Clara Nunes - Rio de Janeiro, RJ",https://assets.bileto.sympla.com.br/eventmanager/production/1pcocd0dgeo39fnkjp0cjllh7basdmttbebpunj7vqi4i2k10evqnpacl50lp549g3kientrak20pe2q4gjqhra659lmghl57trfuck.webp
INTIMIDADE INDECENTE,"20 JAN
25 FEV","Teatro Riachuelo RJ - Rio de Janeiro, RJ",https://assets.bileto.sympla.com.br/eventmanager/production/3eh7uehnlle0818nf5cudo2atp2hmo93cmg89nr1r5agg72pbvn6set00cikugd6kfhndbe7bchv6cl3f2kh13bqqivtjc57v5n1e1m.webp
A MAGIA DOS DESEJOS,"06 JAN
25 FEV","Teatro dos 4 - Rio de Janeiro, RJ",https://assets.bileto.sympla.com.br/eventmanager/production/2ejtmofkm3daj6lp1idlcjhvo36opolj2f73v4kai4v40k9rj29ertr0m47e85lpdm9ifaglsl55k46fko7qtf16sg8jktqu7hubcs3.webp
COMO É QUE PODE? 10 ANOS,"06 JAN
04 FEV","Teatro Miguel Falabella - Rio de Janeiro, RJ",https://assets.bileto.sympla.com.br/eventmanager/production/29u5a67aitc566d9r0oqgj3eh4bb3oskq2il0hfudk8vlull107u1sdj84o6obe45mno8b782iviav71gd0ogl7or4fiitnma2q1ksv.webp
Banda Molho Inglês - Beatles & Rolling Stones,"QUI, 18 JAN · 21:00","Soberano Itaipava - Petrópolis, RJ",https://assets.bileto.sympla.com.br/eventmanager/production/21dn43n6ndsg4ochpp4f1sn6gu9uhf8b786dffr8npg4mpgosivve94ai2ocrbit2edi6fmig6v4gp4tjhu7k0de17oiv9hg4a4ef75.jpeg
HERÓIS TITÃS,"06 JAN
28 JAN","Teatro Vanucci - Rio de Janeiro, RJ",https://assets.bileto.sympla.com.br/eventmanager/production/2pk6rn7kk1adjj2fdmeogv21ptekuk9snam8me3h397liubeq20l3grjbc0ivq1hrr6kdoa10qli02ubvb77ufracsg94jdfjk2mrnu.jpeg
SOBREVIVENTE,"15 JAN
07 FEV","Teatro Firjan SESI CENTRO . - Rio de Janeiro, RJ",https://assets.bileto.sympla.com.br/eventmanager/production/2a9g60miehp4ifr8mi3s4p0bkr1coovgrfer82uelolollo25oul7ofji5oed3k1g2g3aeg856qv9rmtpk5igh6fuu28rsv2ahjfd9h.webp
Larissa Viana - O Brasil que há em mim,"QUI, 11 JAN · 21:00","Soberano Itaipava - Petrópolis, RJ",https://assets.bileto.sympla.com.br/eventmanager/production/3n5g93piv2c0011ihuuu85nsq8bbselqekusinsbacvtbit6v3lrnjjr47cnhcmj4r2sdgupduva9kbvlrgtrlueo8pcn1dk5oljsbm.webp
A BELA E A FERA,"06 JAN
25 FEV","Teatro Miguel Falabella - Rio de Janeiro, RJ",https://assets.bileto.sympla.com.br/eventmanager/production/2472lr4c0iio4v01u7tu5bv9mnfa7s3do149mltumul145l5oeapmbcieolcm4ras6obv6m99die04d2te08v312k3bu72vvda6jsmj.jpeg
"BOA NOITE, MOÇO! AS MARIAS","SAB, 06 JAN · 20:00","Cidade das Artes - Rio de Janeiro, RJ",https://assets.bileto.sympla.com.br/eventmanager/production/1p5et9p4hph83d9mfs72ofn541ch4o17lqrotj47v92su2cvj7s78d42038s9gmpm47eqek4fph0ecpdevek0t5tpjck2vjq0t32i9l.jpeg
Allan Kardec - Um olhar para a eternidade,"03 JAN
18 JAN","Teatro Vanucci - Rio de Janeiro, RJ",https://assets.bileto.sympla.com.br/eventmanager/production/2rno8a4ja48iksemj7uodj6pfdpudhhvqvofi1hn840dv7p85u6nh4ied34991r0dfs1g36jh37vcn1ilu3nr419fk2uf53msq6023.jpeg
Coelho na Boca do Crocodilo,"10 JAN
31 JAN","Teatro Cândido Mendes - Rio de Janeiro, RJ",https://assets.bileto.sympla.com.br/eventmanager/production/2vsk1g3ugg9nupquvtc1h9bvmotj5polkbpgmlmeo3pv774tptfho9ef2k6150sc5ad1civvitu95pnc4gnmdeti7tl6ark2ev3jitp.webp
Encanto 'o poder está dentro de você',"06 JAN
14 JAN","Teatro Brigitte Blair - Rio de Janeiro, RJ",https://assets.bileto.sympla.com.br/eventmanager/production/370cd6ovd578s17ckdr1a9ke7ja84vh0nh3lfuc7ipa9ahtk8usnqsojbrcm6bek2cmuvdggjsbbk7um6mmn98cv72h1lhmkjabdfgh.jpeg
ROSANA EM “VÁRIOS TONS”,"SEX, 19 JAN · 19:30","TEATRO RIVAL - Rio de Janeiro, RJ",https://assets.bileto.sympla.com.br/eventmanager/production/o7rqi9m7b3ivg3olhk3cope41ih357vnfjgh39rkgddnh000272d3g07kb3qrsvn7japk7dd8t97he4i4ib4a9aq92vmn25t556b1h.jpeg
O FUTURO DA HUMANIDADE,"06 JAN
14 JAN","Teatro Vanucci - Rio de Janeiro, RJ",https://assets.bileto.sympla.com.br/eventmanager/production/361mfe2uh536434kobq0ioile2itfd2cg3cupd1kg3t79eq9av26bruq3n11qfqv0qdtgqed8fhfcod0i2ofag9a2rv5c9h3n1bouv9.webp
A Arca dos Bichos,"20 JAN
27 JAN","Teatro Clara Nunes - Rio de Janeiro, RJ",https://assets.bileto.sympla.com.br/eventmanager/production/36jfrj80lnc8qerrts0dr7il2p0kqp4p59fkkohmng06dcvtag7ia0jra499v5vhpa181i86k8tb9809r05jpkn3448ciiq7h4ed031.jpeg
"ANGELA RO RO, CHEIA DE AMOR PRA DAR","SAB, 06 JAN · 19:30","TEATRO RIVAL - Rio de Janeiro, RJ",https://assets.bileto.sympla.com.br/eventmanager/production/2o7lbu83vqg4oho1c1kn88btglqv1k5nev74dfio4649msqdeuggqq3r41u1epfjjh7anhjgmjirrkadh82eloi6cdpusjgmhik40u1.webp
ANTES DO ANO QUE VEM,"04 JAN
25 FEV","Teatro Prudential - Rio de Janeiro, RJ",https://assets.bileto.sympla.com.br/eventmanager/production/rkru0utl3otdpadnar09m0dfkfv5th7ta8k8pa8p0ki3b0rfqse5v24134p0utv5vl3albale7cgs8bjqehlcfj41vo3l32e3lu9kl.jpeg
O Tom do Vinícius,"SAB, 20 JAN · 21:00","Soberano Itaipava - Petrópolis, RJ",https://assets.bileto.sympla.com.br/eventmanager/production/3dn7n71lhkn45lb0jpvr0qa69s8qfcn8q56snrqdm07mmjcjtevebl3890o50anrfn43qmq1jkm6mcmvfq7n7hdp6i8b6ch4gp13pe9.jpeg
"'FOI SEM QUERER, QUERENDO'","06 JAN
25 FEV","Teatro Miguel Falabella - Rio de Janeiro, RJ",https://assets.bileto.sympla.com.br/eventmanager/production/3u4duqobj9sb9l7qrijver3ruhthagee60ooaubchs4f8o2524a124lqubh6s5u97ok6b3ngjv2sdonuqo5b81lff4rcc6qpq5pli9m.jpeg
A DIRETORA É UMA COMÉDIA,"SEX, 05 JAN · 21:00","Teatro Miguel Falabella - Rio de Janeiro, RJ",https://assets.bileto.sympla.com.br/eventmanager/production/1j1vtuanlk5qmghk7oe2tmq1o1tamojpl24rpdves43hgeeqijfvfdhfa8tklo4nseb7p3b297s80rdcidvq5rf5ecmqldivhi58ag0.webp
Cabaré Comedy com Suzy Brasil e Thiago Chagas,"DOM, 21 JAN · 19:30","Teatro Brigitte Blair - Rio de Janeiro, RJ",https://assets.bileto.sympla.com.br/eventmanager/production/3aj3bfp9jvv2l88etv3bnulil63v8p24k98rn2br5nl87nnfhbv91af1e7ckf62cb4km52mvfi1jktgu5do4loal39fkqjvce2ks823.webp
Duo Bevilacqua Assumpção - Soberano Classics,"SAB, 20 JAN · 15:00","Soberano Itaipava - Petrópolis, RJ",https://assets.bileto.sympla.com.br/eventmanager/production/kovjusl7ne49mo41ea9r3himnlbejvq0trdcvbf4sck8eo8pr2b3liu9f9rr39vsn2h4q55qq3csdsiunp95bnoc1jticvpnq8j76t.jpeg
"DEIXA CLAREAR, peça musical sobre Clara Nunes","QUI, 18 JAN · 20:00","Teatro Miguel Falabella - Rio de Janeiro, RJ",https://assets.bileto.sympla.com.br/eventmanager/production/66fc8bmglidmf6il7nadac727ric6qk2tni8gc29bcatvvn313eevdkg1l8gct7m2r68gch0h8jf3h7pr0643hvtv38m80taf5opq.jpeg
RIO COMEDY CLUB 09/01/24 & 10/01/24,"09 JAN
10 JAN","Teatro Miguel Falabella - Rio de Janeiro, RJ",https://assets.bileto.sympla.com.br/eventmanager/production/3alo77p9d08q88phqskgit12sb345e35e7j3ka3n6ii3gralnd7v4ec5vg75khbtqv68e6nv1cclo54a7k29lq3q4pqbmjk6ak2lpaf.jpeg
BRUNA LOUISE,"SAB, 27 JAN · 19:00","Cidade das Artes - Rio de Janeiro, RJ",https://assets.bileto.sympla.com.br/eventmanager/production/1l21kncp6r90npbo5135i8vkakis4tbdeqm29eckgpp50ft6a2r71c5ftitj6jdchtkau23i338o30nfrqu5p7ql6r7srh66dqnjtm6.jpeg
UMA SAUDAÇÃO À MARIAH CAREY,"SEX, 26 JAN · 20:00","Teatro Riachuelo RJ - Rio de Janeiro, RJ",https://assets.bileto.sympla.com.br/eventmanager/production/hbmoi3k3inu65bir58bb8di8o0n6c2l4rb6ds5q6jcq2mf7ansftk7hk0rg43t58qe3fhlq8thov2so4inblr47r1afgjrvhockemf.webp
GILSON PERANZZETTA E CONVIDADOS NO SHOW “LENY PRESENTE”,"SEX, 26 JAN · 19:30","TEATRO RIVAL - Rio de Janeiro, RJ",https://assets.bileto.sympla.com.br/eventmanager/production/12euup9vt45gd6ncp0av3kt912a80meretc11dc54chre3m2uidibimih8oikjncd13pmrs25hjnt813t8ij8a0o3ujvg9bdeeve9d3.webp
JONATHAN FERR no show “LIBERDADE”,"SEX, 12 JAN · 19:30","TEATRO RIVAL - Rio de Janeiro, RJ",https://assets.bileto.sympla.com.br/eventmanager/production/1p8q95ig2atig0peeae2g8nkj9ot7h1ud6omvf2eambqskojrmi6seasekuu3rb5cht032t2d840c16edcgr2r5hren8uu68tufhgk9.webp
RODRIGO MARQUES - ESTAMOS VIVOS,"11 JAN
14 JAN","Teatro Riachuelo RJ - Rio de Janeiro, RJ",https://assets.bileto.sympla.com.br/eventmanager/production/2mgpcd7amskeitp5so0o3r4sfrsg8u879uu94sl4fbis3n88kn80s6tq9o84jm657kjbck42s1gerfc44csi7ictiop0ftv5covtko1.webp
O PRAZER É TODO NOSSO,"12 JAN
02 FEV","Teatro Vanucci - Rio de Janeiro, RJ",https://assets.bileto.sympla.com.br/eventmanager/production/p5i7g7s7fbjvpq9pgvf91kir3k0cl4aluvgnd70o981ql9drv6s6q3m75v2rkuf0n0n1of3rei26tvrsjlkt81ijmj06a4jo9hiim0.webp
Ricardo Silveira & Ulf Wakenius,"SAB, 13 JAN · 21:00","Soberano Itaipava - Petrópolis, RJ",https://assets.bileto.sympla.com.br/eventmanager/production/1513f27msum3evj71l9qn7r1a1blfo7b9ges63o1l6fooqvacf87bajasgnft40f4vude63vjpotdlddfh2p8q4c1q2bvb5mlgq68m9.webp
Ana Petkovic - MPB & Pop Internacional,"SEX, 26 JAN · 21:00","Soberano Itaipava - Petrópolis, RJ",https://assets.bileto.sympla.com.br/eventmanager/production/3acio7qb3ar78qc8miposrl1jhoeifbi3aal2su1umfj11bt8a1vacf288s0qnq2lknobp9keinerqoi6anq83g4m7qig89f72s7ak2.jpeg
Rafael Direito - Homenagem a Elton John,"SAB, 27 JAN · 21:00","Soberano Itaipava - Petrópolis, RJ",https://assets.bileto.sympla.com.br/eventmanager/production/v6rbuf6tg15866cfivo45ogdrmlo5oe7v0ph8o3h38kb8j80hmha39f83q2dquqi7si5sn41amhbcviqjtrnvbdiitje69lecmf0ei.jpeg
'DESPEDIDA DE SOLTEIRA',"QUI, 11 JAN · 20:00","Teatro Miguel Falabella - Rio de Janeiro, RJ",https://assets.bileto.sympla.com.br/eventmanager/production/2nvrvp7e42hcqb1p78ebdtqnhg6qftph3l57p19gdnn3nvr1oqri6hqj7r3kcn0jbp4tkobcr5i18rl11629eh3337u8k0imdoubrg8.webp
VIDA DE CRENTE com DOUGLAS DI LIMA,"SEG, 15 JAN · 20:00","Teatro dos 4 - Rio de Janeiro, RJ",https://assets.bileto.sympla.com.br/eventmanager/production/pm54kjn70u7if14qipaqt3apl5n5uiupbmvid54lehbjtakagv6inv1cqihknsiula77ohn6ctnjm8l54hh64pq6rh007d1u9e5bcc.jpeg
FLÁVIO ANDRADDE - APROVEITE A FESTA!,"QUI, 18 JAN · 20:00","Sala Nelson Pereira dos Santos - Niterói, RJ",https://assets.bileto.sympla.com.br/eventmanager/production/1v1uf7j8an5ipg1rplm85hv5rdbdtr5rhrg3b3f4ls3ct4qq133g5lt5n8sp0cv1ne0p3a8l0f3egj33qghq02gjspj55oaq3l7uh52.webp
ANOS 80-PLOC PARA CRIANÇAS,"06 JAN
28 JAN","Teatro Clara Nunes - Rio de Janeiro, RJ",https://assets.bileto.sympla.com.br/eventmanager/production/3qk6udlb4qmf0hnrlm7db5gjsbcmsdk6i0f4l76d3lpt4hg54la5rp6epb8ssknehh2qdlapokvpa5g23da9p1dv4kjhpc8a4l473cn.webp
Cátia Werneck Trio - Homenagem a Leny Andrade,"SAB, 06 JAN · 21:00","Soberano Itaipava - Petrópolis, RJ",https://assets.bileto.sympla.com.br/eventmanager/production/jpb50j9hmjcke21kvkkkeuqsf5h9g7dqopke2nrfg3mi9sf1s1h876ope916i8sjha7pr8a2s7d4cpr2bj1aom6qtuo1f384kc23na.webp
OS SALTIMBANCOS,"07 JAN
14 JAN","Teatro Vanucci - Rio de Janeiro, RJ",https://assets.bileto.sympla.com.br/eventmanager/production/3f0tp1peru4hftmhr77dlr5fuao6rfkr0bfjqeptemilvork9eek1q2h6pp0h6i5roqk8cop59c33h4nqmrqubbib72pd2kf5jbtfis.jpeg
FERNANDA SANTANNA canta ELIS REGINA em “SAUDADE DO BRASIL”,"SAB, 13 JAN · 19:30","TEATRO RIVAL - Rio de Janeiro, RJ",https://assets.bileto.sympla.com.br/eventmanager/production/oepd5umgvv9rt46u29su2j3vdqjg8fape6invdjuv8p85c3e4njb3albpjl8c7ic2g7clibru91rvr6boutfat20bmvuvbdalljqdv.webp
JOÃO SENISE 35 ANOS - O POP DOS ANOS 80,"QUA, 17 JAN · 19:30","TEATRO RIVAL - Rio de Janeiro, RJ",https://assets.bileto.sympla.com.br/eventmanager/production/1othdoedra6q7732rcqi2mohah0rvfv79eai3bvb5n4kvgn85s7fifn1qg6akks2jts0lf46i3gd748rhv2rnifqtv377e516o6dfjg.jpeg
"ENZO BELMONTE, “MEU AXÉ”","TER, 09 JAN · 21:00","TEATRO RIVAL - Rio de Janeiro, RJ",https://assets.bileto.sympla.com.br/eventmanager/production/34jpvf19lqh8td82n1v2bfdjtf24fnnhnq40gn4ns6rvjoo1vh0c918chhgrcd4dpl4pjkcee6vp9rib3ut5lf1ullf8g7vao8pa27n.jpeg
"VELHAS COMPANHEIRAS, MANGUEIRA E PORTELA","QUI, 04 JAN · 19:30","TEATRO RIVAL - Rio de Janeiro, RJ",https://assets.bileto.sympla.com.br/eventmanager/production/1qq7q66u1amdfs29d6g7in8d0f7msl9rgp1o0h4i6ekp53kgg9euo8aqu8nv7eqvt60k9s34c4viamgbvmve0sq01evd0pr0jp522rd.jpeg
RIO COMEDY CLUB 30/01/24 & 08/02/24,"30 JAN
08 FEV","Teatro Miguel Falabella - Rio de Janeiro, RJ",https://assets.bileto.sympla.com.br/eventmanager/production/1pqsgt0stnme694g4a6ne35fi82aob043hl38bonfnpp4l87hscl068gmbkh6hc1a2g80bu2j71pkqi9vi3evqr6t6rcvocjlbbvgh5.webp
TRILOGIA GRANDE SERTÃO: VEREDAS,"13 JAN
28 JAN","Cidade das Artes - Rio de Janeiro, RJ",https://assets.bileto.sympla.com.br/eventmanager/production/22r2aoao6d52ddhbtn04pc9dvorrd7vc3mdeaaqjkg2h1qc7mpptn9j5kqmnlbb19hkmvp6n46dsdg907kbp8a5vcf5cehvr7qs8bpt.webp
Gonzaguinha: O Eterno Aprendiz.,"05 JAN
06 JAN","Teatro Brigitte Blair - Rio de Janeiro, RJ",https://assets.bileto.sympla.com.br/eventmanager/production/1j9gdr47244pceeg5tne41h9tb38eb8v3jm3lib32cl2290vv4u8t1je79kfov20kd7jenev4elb8o27sr6pdl1jcorqs6vnva7kghe.webp
A SÉRIE B - DIHH LOPES E MARCIO DONATO,"DOM, 28 JAN · 19:00","Cidade das Artes - Rio de Janeiro, RJ",https://assets.bileto.sympla.com.br/eventmanager/production/3nj3akptlu5m4tod5rshfbd1aatsrfqpfmoc89tg3n0olu83oa1gvbfcf5dmjh1oo4q9m51uslecp2kl6pv224d10uogipqkoukvv9s.jpeg
BELINHA,"DOM, 28 JAN · 16:00","Cidade das Artes - Rio de Janeiro, RJ",https://assets.bileto.sympla.com.br/eventmanager/production/vlm6urj3sks1ulgeapjjj2tbj186884gef5s8c8npggftd4epk7gp8m75jc6js3u3s0o1efedf9kuutnirji6d1ee6qkk1crp9jsro.webp
BRÁS CUBAS,"04 JAN
04 FEV","Teatro Firjan SESI CENTRO . - Rio de Janeiro, RJ",https://assets.bileto.sympla.com.br/eventmanager/production/38aj184vkis4t3b6o7n2p04c8p7rnbv1hmvaud3c3v4m2gtbm3rpksg0qr3fj20m2gd4cp0han6t4u1h2nuv8232uck4587n39vc88o.jpeg
EDU KRIEGER E NATALIA VOSS EM “VERSOS E VERSÕES – A VIDA EM PARÓDIAS”,"SEX, 05 JAN · 19:30","TEATRO RIVAL - Rio de Janeiro, RJ",https://assets.bileto.sympla.com.br/eventmanager/production/1jlvft19dfg4cr6bkm4ku1otitvtcuakdrhidbl0hs10u1afqcf3jorm12uctqdp9hht0vnnnfnp5312sdvu1h0ipacbr0r1kqsupq1.webp
Paulo Trajano em Pierrô do Méier - 3 Crônicas de Nelson Rodrigues,"13 DEZ
28 DEZ","Teatro Glauce Rocha - Rio de Janeiro, RJ",https://images.sympla.com.br/655e963c0e8e7-xs.jpg
Pablo Meijueiro e Gus Levy,"QUI, 18 JAN · 19:30","Audio Rebel - Rio de Janeiro, RJ",https://images.sympla.com.br/6580771b9ddef-xs.png
Nave de Prata,"24 NOV
19 JAN","Teatro Brigitte Blair - Rio de Janeiro, RJ",https://assets.bileto.sympla.com.br/eventmanager/production/lm2dshp2at5u5m1djs1pk05i1tqgsfqhaeg989rje9ca613l5gks6kjvqriicb0aupm1m4ln44fljhvi2rcmnh0a463i91shmv2cf5.webp
A Boêmia de Noel,"28 NOV
04 JAN","Teatro Brigitte Blair - Rio de Janeiro, RJ",https://assets.bileto.sympla.com.br/eventmanager/production/22qbhji7stqkddndi7j5u4cjs030qjoiqo5tp11h7gncl32g0tgs0vhhomqoufchl436nlq6unf0dtmggiubvjinq03tsh2q3p29eha.jpeg
SUPER MARIO BROSS,"25 NOV
27 JAN","Teatro Vanucci - Rio de Janeiro, RJ",https://assets.bileto.sympla.com.br/eventmanager/production/cg60ihfqqsfssvno0c9ebhs1ibgrit6ts4o39936kl9iva2ct8u5uiguggnnfp0a04e7qikkntmvn71eud8npkui0uhn9lf02f7rnt.webp
LILO E STITCH - MUSICAL,"26 NOV
28 JAN","Teatro Vanucci - Rio de Janeiro, RJ",https://assets.bileto.sympla.com.br/eventmanager/production/3ppikd69m9dm743qkq9oh2aqqfjd7h20jd0vfnr3gvq368br5iord1gr81cnn041kd66odlid6j32ttvslib7unflgvrp13vl1gsg55.webp
"BEE GEES ,ABBA E CARPENTERS OS EMBALOS DE SABADO A NOITE","06 JAN
27 JAN","Teatro Vanucci - Rio de Janeiro, RJ",https://assets.bileto.sympla.com.br/eventmanager/production/2voj8s0kd2s4ho3rvkgmm2bfguv70fn88cm7msu7lsbgf532nb765s473p5dmdb2lc4aum5i1i88vr92ssn7hlgqp5sgdqcb3e037qq.jpeg
CASA DA COMÉDIA CARIOCA - ENTRE A CRUZ E A RESSACA: com Luciano Guima,"SAB, 27 JAN · 19:30","Teatro Cândido Mendes - Rio de Janeiro, RJ",https://assets.bileto.sympla.com.br/eventmanager/production/153qlj1la55tcqh3db7uvein0ucm7rvfh0bgmp2e9plba3h610r8vkmbt9dorcoh44ddfq6rm1eba8853u0rll0vrdo24ee85bjvlhd.webp
CASA DA COMÉDIA CARIOCA - LICENÇA DA MATERNIDADE: com Bruna Campello e Ana Carolina Sauwen,"QUI, 25 JAN · 20:00","Teatro Cândido Mendes - Rio de Janeiro, RJ",https://assets.bileto.sympla.com.br/eventmanager/production/shron03o8ur4fe96nvdp0e3i2b6ohn3pfqnn4v96jplro6l9eqgap9ndfvrtvf9kiufjgpp31lfii5ut4o1lpe7spmu715ml9h5o3j.webp
Crikka Amorim,"QUI, 11 JAN · 20:00","Teatro Brigitte Blair - Rio de Janeiro, RJ",https://assets.bileto.sympla.com.br/eventmanager/production/3a6ca3trpbfbuql8jflbuegpn536hf672losmr2h2ukoibu44jtemj40gmefsefstntfcj54dgolt3t48lloovl13deee7qsjivusup.webp
