Nome do Evento,Data,Localização,Imagem
NUBRILHO DE VERÃO c/ POCAH | OPEN BAR | 2 PISTAS | ATÉ 9H,"SAB, 13 JAN · 23:30","Império Serrano - Rio de Janeiro, RJ",https://images.sympla.com.br/6578d231142f8-xs.jpg
Feijoada do Rena para São Sebastião com Clareou & Banda Amor,"SAB, 20 JAN · 13:00","Renascença Clube - Rio de Janeiro, RJ",https://images.sympla.com.br/656a52d3abaaa-xs.png
RÉVEILLON NUBRILHO 2024 - Open Bar e Open Food Premium| Queima de Fogos | 21:00 as 08:00 | 2 pistas,"DOM, 31 DEZ · 21:00","La Lunna Eventos - Rio de Janeiro, RJ",https://images.sympla.com.br/6530369e316a5-xs.jpg
Um Dia em Santa Teresa + Bloco de Carnaval Mistura de Santa (Opcional),"SAB, 27 JAN · 08:00","Escadaria Selarón - Rio de Janeiro, RJ",https://images.sympla.com.br/656f4384b2443-xs.png
Rio: Passeio nos bastidores do Carnaval na Cidade do Samba com drink de boas-vindas e aula de samba (Carnaval Experience),"27 DEZ
29 FEV","Cidade do Samba - Rio de Janeiro, RJ",https://assets.bileto.sympla.com.br/eventmanager/production/2b2n39ok03fs9hgjm0vai3bv0hg42597gf6o1ln5qgvkdotooimv0ce51dg0jrlncvoqhb7rbhpjksd1itg2gig5iecummrc403im78.jpeg
Último Samba do Ano - Grupo 100%,"SAB, 30 DEZ · 14:00","Centro Cultural Rinha das Artes - Macaé, RJ",https://images.sympla.com.br/657a65564a900-xs.png
Texas - O Baile (última do ano),"SEX, 29 DEZ · 21:00","Texas Lounge - Petrópolis, RJ",https://images.sympla.com.br/658b2753a8aab-xs.jpg
Sobe aê! Quinto Segredo e Maurício Campos,"SAB, 30 DEZ · 15:00","Mirante Rocinha - Rio de Janeiro, RJ",https://images.sympla.com.br/6498268f89666-xs.jpg
CRUSHOKÊ- KARAOKÊ DE ROCK,"QUI, 28 DEZ · 19:00","Calabouço Rock Bar - Rio de Janeiro, RJ",https://images.sympla.com.br/65875b5f91787-xs.png
Mirante Samba - Fabrício Santinho,"SEX, 29 DEZ · 18:00","Mirante Rocinha - Rio de Janeiro, RJ",https://images.sympla.com.br/64cbdb2d1fed5-xs.jpg
Festa Trend - Pop / Funk / Reggaeton,"TER, 26 DEZ · 23:00","Galeria Café - Rio de Janeiro, RJ",https://images.sympla.com.br/6578f6f0a1ad4-xs.png
PEPÊ MORAES - TRIBUTO A CAZUZA,"SEX, 29 DEZ · 20:00","Calabouço Rock Bar - Rio de Janeiro, RJ",https://images.sympla.com.br/658766fee407e-xs.png
PAGODINHO DO AGYTO c/ Mari Alho + Djs I ENTRADA 0800 I 1 HORA DE CAIPIRINHA LIBERADA I Lapa,"QUI, 28 DEZ · 21:00","AGYTO RIO - Rio de Janeiro, RJ",https://images.sympla.com.br/65738c39b39e6-xs.jpg
DIGITAL - ESPECIAL PRÉ-REVEILLON,"SAB, 30 DEZ · 20:00","Calabouço Rock Bar - Rio de Janeiro, RJ",https://images.sympla.com.br/656fd3ea38984-xs.png
TriboQ | Ensaios de Verão 2024 #2 - 14/Jan,"DOM, 14 JAN · 18:00","Camarote Folia Tropical - Rio de Janeiro, RJ",https://images.sympla.com.br/657210b90a366-xs.png
TriboQ | Ensaios de Verão 2024 #4 - 28/Jan,"DOM, 28 JAN · 18:00","Camarote Folia Tropical - Rio de Janeiro, RJ",https://images.sympla.com.br/65721384d48ca-xs.png
TriboQ | Ensaios de Verão 2024 #3 - 21/Jan,"DOM, 21 JAN · 18:00","Camarote Folia Tropical - Rio de Janeiro, RJ",https://images.sympla.com.br/65721259977dc-xs.png
Réveillon Palace Hall 2024 | 31DEZ | Campo Grande/RJ,"DOM, 31 DEZ · 22:00","Estr. da Cachamorra, 1964 - Rio de Janeiro, RJ",https://images.sympla.com.br/6507224f42370-xs.png
NOSSOBLOCO no Pré Carnaval do JO&JOE,"DOM, 28 JAN · 13:00","Largo do Boticário - Rio de Janeiro, RJ",https://images.sympla.com.br/657dc354ba93f-xs.jpg
PAGODIM SUNSET - 06/01/2024,"SAB, 06 JAN · 16:00","Arena Delca Beach - Rio de Janeiro, RJ",https://images.sympla.com.br/6587a92a0fa05-xs.jpg
RÉVEILLON NO CURA RESSACA!!,"DOM, 31 DEZ · 21:00","Bar e Restaurante Cura Ressaca - Rio de Janeiro, RJ",https://images.sympla.com.br/6536e6a7df246-xs.jpg
"Samba na Praça - Lapa - minha morada, minha história!","DOM, 14 JAN · 13:00","Casa Paraty eventos - Maricá, RJ",https://images.sympla.com.br/65845d26cf1ed-xs.jpg
Primeira Feijuca do Ano - Grupo Arruda e Roda do Sambastiao,"SAB, 06 JAN · 12:00","JO&JOE Rio de Janeiro Largo do Boticário - Rio de Janeiro, RJ",https://images.sympla.com.br/6581bb5dc7295-xs.jpg
Jazz At The Maze - 4ª Edição,"SAB, 06 JAN · 19:00","The Maze - Rio de Janeiro, RJ",https://images.sympla.com.br/65842da8b894b-xs.png
Me Encontra Lá! Na Feijuca do JOE,"SAB, 13 JAN · 12:00","Largo do Boticário - Rio de Janeiro, RJ",https://images.sympla.com.br/657786547f871-xs.jpg
FESTIVAL DE VERÃO DA Z.O.: Cloud + Furduncin + Bailon,"SAB, 20 JAN · 23:00","Arena Mato Alto - Rio de Janeiro, RJ",https://images.sympla.com.br/657a2b6ba02b1-xs.png
Festa Trash Anos 90' 00' | Sábado 13 janeiro no Espaço Rampa,"SAB, 13 JAN · 23:00","Espaço Rampa - Rio De Janeiro, RJ",https://images.sympla.com.br/658587668251b-xs.jpg
Pré Réveillon de Muriqui | 30DEZ | Iate Clube Muriqui,"SAB, 30 DEZ · 22:00","Iate Clube de Muriqui - Mangaratiba, RJ",https://images.sympla.com.br/6570af6b17028-xs.jpg
Réveillon do Esporte 2024 | 31DEZ | Esporte Clube Jardim Guanabara,"DOM, 31 DEZ · 20:00","ECJG - Esporte Clube Jardim Guanabara - Rio de Janeiro, RJ",https://images.sympla.com.br/650724faec3d0-xs.png
Samba de Caboclo - Unidos da Tijuca,"DOM, 07 JAN · 13:00","Unidos da Tijuca - Rio de Janeiro, RJ",https://images.sympla.com.br/6579e8051ffdd-xs.jpg
Samba da Aprazível - Ed Janeiro Com PedeTeresa,"DOM, 14 JAN · 14:00","R. Aprazível, 5 - Rio de Janeiro, RJ",https://images.sympla.com.br/6578b85e9657e-xs.jpg
ME CHAMA DE POP - ESPECIAL BRITNEY,"SAB, 13 JAN · 23:00","Estação NET Rio - Rio de Janeiro, RJ",https://images.sympla.com.br/6582c98aade13-xs.png
Show Tess (SP) + Frogslake (RJ) + Conci's Unconscious Daydream (RS),"20 DEZ
11 JAN","Audio Rebel - Rio de Janeiro, RJ",https://images.sympla.com.br/65821298f0d14-xs.jpg
Feijoada do Bola | A primeira do ano,"SAB, 06 JAN · 12:00","Cordão da Bola Preta (Sede) - Rio de Janeiro, RJ",https://images.sympla.com.br/6585b3f9de03d-xs.jpg
STAND UP SECRETO - NIVER DO PAULO,"SEX, 12 JAN · 20:00","PUB SECRETO - Rio de Janeiro, RJ",https://images.sympla.com.br/658adc75d1ea1-xs.png
HOLE / XXX PARTY / EM COPACABANA NO LA CUEVA,"QUA, 27 DEZ · 23:00","Boate La Cueva - Rio de Janeiro, RJ",https://images.sympla.com.br/65862be35eae9-xs.jpg
Fiesta Latina Baila Baila | Pré Reveillon Copacabana (Club Substation) | Sábado 30 dezembro 23h,"SAB, 30 DEZ · 23:00","Substation Bar Club - Rio de Janeiro, RJ",https://images.sympla.com.br/657791d1df40c-xs.png
MODINHA! 2024,"SAB, 09 MAR · 21:00","Espaço Costa Hall - Rio de Janeiro, RJ",https://images.sympla.com.br/65806e0789941-xs.jpg
Réveillon 2024 - Escuna OPEN BAR + OPEN FOOD - Marina da Glória - Rio de Janeiro,"DOM, 31 DEZ · 21:00","Marina da Glória - Rio de Janeiro, RJ",https://images.sympla.com.br/654108b8dc5e6-xs.png
DJ TUBARÃO + NADA COMBINADO | DJ JUNIOR MIX | 29 DEZ | THE KING BEER MUSIC,"SEX, 29 DEZ · 22:00","The King Beer Music - Rio das Ostras, RJ",https://images.sympla.com.br/657b148043e96-xs.jpg
REVEILLON THE ROOFTOP LAPA,"DOM, 31 DEZ · 17:00","Selina Lapa - Rooftop Lapa - Rio de Janeiro, RJ",https://images.sympla.com.br/6567b1c2bc4cd-xs.jpg
AMANDA AMADO| DJ JUNIOR MIX + DJ NILON| 30 DEZ | THE KING BEER MUSIC,"SAB, 30 DEZ · 22:00","The King Beer Music - Rio das Ostras, RJ",https://images.sympla.com.br/657b159e49afe-xs.jpg
Feijoada Jonosake com Grupo Clareou | Edição Carnaval,"DOM, 11 FEV · 09:00","Jonosake - Itaguaí, RJ",https://images.sympla.com.br/6545a0ce35b2e-xs.jpg
Baila Jonosake | Edição Carnaval 2024,"SAB, 03 FEV · 09:00","Jonosake - Itaguaí, RJ",https://images.sympla.com.br/652e96ffcb8cb-xs.jpg
Apê 304 - Fp do trem bala,"SAB, 24 FEV · 21:00","Olympico Lounge - Rio de Janeiro, RJ",https://images.sympla.com.br/656b8cc16b9cb-xs.png
"OPEN BAR DO BETINHO DJ @ SEXTA 05/01 NA ROXX, SÃO GONÇALO RJ","21 DEZ
05 JAN","Roxx Music Bar - São Gonçalo, RJ",https://images.sympla.com.br/658268d242136-xs.jpg
03/FEV: Boat Party - Pré Carnaval - OPEN BAR - Marina da Glória,"SAB, 03 FEV · 14:00","Marina da Glória - Rio de Janeiro, RJ",https://images.sympla.com.br/657880c5715d0-xs.png
KOVER KORN + POD COVER,"SAB, 03 FEV · 22:30","DRUNKS PUB - Rio de Janeiro, RJ",https://images.sympla.com.br/6580ad9508f93-xs.png
ESPECIAL O RAPPA + CLÁSSICOS DO ROCK -BANDA SKAMA,"SEX, 02 FEV · 22:00","DRUNKS PUB - Rio de Janeiro, RJ",https://images.sympla.com.br/649b1bdf0d788-xs.jpg
Ritmo Del Mare Carnevale,"SAB, 10 FEV · 18:00","Hotel Fasano Angra dos Reis - Angra dos Reis, RJ",https://images.sympla.com.br/65808c4c894a8-xs.png
RÉVEILLON RAYZ BEACH POINT 2024,"DOM, 31 DEZ · 21:00","Quiosque Rayz Beach Point - Rio de Janeiro, RJ",https://images.sympla.com.br/6542e83067455-xs.jpg
Réveillon Excellence 2024 - Marina da Glória,"DOM, 31 DEZ · 21:00","Kitchen Asian Food - Marina da Glória - Rio de Janeiro, RJ",https://images.sympla.com.br/655febd66caf8-xs.jpg
Pré Réveillon - Banda Merlin,"SAB, 30 DEZ · 22:30","Tribus Pub - Nova Iguaçu, RJ",https://images.sympla.com.br/65691a1e51be3-xs.png
BAILE DOS ARTISTAS REUNIDOS - QUINTA - 28/12/2023,"QUI, 28 DEZ · 19:00","Na Lata Botafogo - Rio de Janeiro, RJ",https://images.sympla.com.br/658b20faa8766-xs.jpg
PRÉ RÉVEILLON DO PAGODE 90 NA CASA DO NANDO,"QUI, 28 DEZ · 20:00","R. Camerino, 176 - Rio de Janeiro, RJ",https://images.sympla.com.br/65887da21aee9-xs.jpg
PRÉ-RÉVEILLON NA LATA - BAILE DO BASTOS - SEXTA - 29/12/2023,"SEX, 29 DEZ · 20:00","Na Lata Botafogo - Rio de Janeiro, RJ",https://images.sympla.com.br/65835bab49e17-xs.jpg
CARNAVAL da REBU | SÁBADO 10/02 | 16h,"SAB, 10 FEV · 16:00","Marina Rio Lounge - Rio de Janeiro, RJ",https://images.sympla.com.br/65848cd6a578c-xs.jpg
Festa Yoyô Retrô,"SEX, 29 DEZ · 21:00","Yolanda Club - Rio de Janeiro, RJ",https://images.sympla.com.br/657c67c1e170c-xs.jpg
Rock the Mountain 2024 : 1º Final de Semana,"09 NOV
11 NOV","Parque Municipal Prefeito Paulo Rattes - Petrópolis, RJ",https://images.sympla.com.br/65724589d44fe-xs.jpg
OTRA Virada - O seu Réveillon em Copacabana | 2024,"DOM, 31 DEZ · 20:00","OTRA Bar e Ostreria - Rio de Janeiro, RJ",https://images.sympla.com.br/655230dd487a7-xs.jpg
BOAT PARTY DEMBOW,"DOM, 31 DEZ · 17:00","Libertas Búzios Turismo - Armação dos Búzios, RJ",https://images.sympla.com.br/638a577b2f900-xs.jpg
Forró no Bairro Peró Cabo Frio RJ Fim de Ano,"SEX, 29 DEZ · 20:00","Rancho Peró - Cabo Frio, RJ",https://images.sympla.com.br/657baf6151dcc-xs.jpg
"Jorge Pardo e Carlos Malta Part. Dudu Lima, Leandro Scio e Fofo Black","TER, 26 DEZ · 20:00","Restaurante Jazz Village - Itatiaia, RJ",https://images.sympla.com.br/656e043da4e02-xs.png
THE LAST DANCE,"SEX, 29 DEZ · 22:00","TRIK TRIK PUB - Rio das Ostras, RJ",https://images.sympla.com.br/65600206dafdb-xs.jpg
RIO + ROCK APRESENTA NOISE UNDER CONTROL & HUNGRY JACKALZ,"26 DEZ
14 JAN","Macaco Caolho Rock 'N Drinks - Rio de Janeiro, RJ",https://images.sympla.com.br/658b20584a663-xs.jpg
RÉVEILLON A BORDO 2024,"DOM, 31 DEZ · 21:00","MARINA DA GLÓRIA - RIO DE JANEIRO, RJ",https://images.sympla.com.br/64d453eded083-xs.jpg
BLACK CIRCLE - O MELHOR TRIBUTO AO PEARL JAM DO PLANETA!,"SAB, 06 JAN · 20:00","Rock'n Beer Pub - São Gonçalo, RJ",https://images.sympla.com.br/657c71ab57b8c-xs.jpg
MR DAN | DJ | 06 JAN | THE KING BEER MUSIC,"SAB, 06 JAN · 22:00","The King Beer Music - Rio das Ostras, RJ",https://images.sympla.com.br/6564a0d15073f-xs.jpg
Reveillon Copacabana Beach 2024! :: Full Open Bar & Open Food! :: #NewClubRio!,"DOM, 31 DEZ · 22:00","New Club Copacabana: Fiestas en Rio! - Rio de Janeiro, RJ",https://images.sympla.com.br/6570a3936a21f-xs.png
Show Twin Tribes + Plastique Noir Rio de Janeiro,"DOM, 02 JUN · 18:00","Rock Experience - Rio de Janeiro, RJ",https://images.sympla.com.br/6554de9985fa2-xs.jpg
Samba com Priscila Gouvêa no Bar dos Descasados,"SAB, 30 DEZ · 20:00","BAR DOS DESCASADOS - Rio de Janeiro, RJ",https://images.sympla.com.br/656910b5f0e60-xs.png
Jazz com Roberto Rutigliano no Bar dos Descasados,"SEX, 29 DEZ · 20:00","BAR DOS DESCASADOS - Rio de Janeiro, RJ",https://images.sympla.com.br/6568fc8e322cc-xs.png
GUNS N' ROSES - SWEET GUNS + AEROSMITH - PUMP,"SEX, 16 FEV · 20:00","Calabouço Rock Bar - Rio de Janeiro, RJ",https://images.sympla.com.br/6579de7f7ae1c-xs.jpg
BANDA VOODUO + LOFI - Tributo White Stripes,"SEX, 02 FEV · 20:00","Calabouço Rock Bar - Rio de Janeiro, RJ",https://images.sympla.com.br/6579f38bc0673-xs.jpg
U2 RIO TRIBUTE,"SAB, 03 FEV · 20:00","Calabouço Rock Bar - Rio de Janeiro, RJ",https://images.sympla.com.br/6575d3c1c93c4-xs.png
1° Sunset Special Edition BOAT PARTY IN RIO,"SEG, 01 JAN · 15:30","MARINA DA GLORIA - RIO DE JANEIRO, RJ",https://images.sympla.com.br/5fc007b2ccb8c-xs.jpg
ALTERNATIVE 'N BEER - OPEN BAR DA VIRADA,"SEG, 01 JAN · 00:30","Av. Pref. Aristeu Ferreira da Silva, 585 - Macaé, RJ",https://images.sympla.com.br/655fd5209edc6-xs.jpg
Primeiro do Ano - Moacyr Luz e Samba do Trabalhador 01 de janeiro!,"SEG, 01 JAN · 16:30","Renascença Clube - Rio de Janeiro, RJ",https://images.sympla.com.br/6583361b5ac03-xs.jpg
Sambinha da Gigóia | Mumuzinho & Tá Na Mente,"SAB, 20 JAN · 15:00","Ilha Itanhangá - Rio de Janeiro, RJ",https://images.sympla.com.br/658366b2eb48d-xs.png
Pré Réveillon coordenadas,"SAB, 30 DEZ · 21:00","Coordenadas Bar - Rio de Janeiro, RJ",https://images.sympla.com.br/6580981ebdf71-xs.jpg
Sol da Meia Noite,"SAB, 20 JAN · 22:00","Rio de Janeiro - Rio de Janeiro, RJ",https://images.sympla.com.br/655f75bd4b3b3-xs.png
Réveillon 2024 | Clube Petropolitano,"DOM, 31 DEZ · 21:00","Petropolitano F. C - Petrópolis, RJ",https://images.sympla.com.br/64ebb8375ebad-xs.jpg
Réveillon do (A)mar 23/24,"DOM, 31 DEZ · 21:00","Espaço Rampa - Rio de Janeiro, RJ",https://images.sympla.com.br/6524deae7bdf5-xs.jpg
IN REVERSE - ESPECIAL SLIPKNOT,"SAB, 06 JAN · 22:00","DRUNKS PUB - Rio de Janeiro, RJ",https://images.sympla.com.br/656669edd6f06-xs.png
ESPECIAL IRON MAIDEN - INVADERS,"SAB, 13 JAN · 22:00","DRUNKS PUB - Rio de Janeiro, RJ",https://images.sympla.com.br/656f94aba90cb-xs.png
Legionando com Guilherme Lemos,"12 JAN
13 JAN","DRUNKS PUB - Rio de Janeiro, RJ",https://images.sympla.com.br/654e983bdfdc5-xs.png
It Pink: Jisoo e Jennie Day! (BlackPink),"SAB, 13 JAN · 12:30","Quinta da Boa Vista - Rio de Janeiro, RJ",https://images.sympla.com.br/65621fcf6770c-xs.jpg
Balada Retrô,"SAB, 06 JAN · 20:00","Casa dos Poveiros - Rio de Janeiro, RJ",https://images.sympla.com.br/657d26f48c6dd-xs.jpg
GASTRO ROCK,"DOM, 07 JAN · 11:00","Bar do Chico - Rio de Janeiro, RJ",https://images.sympla.com.br/655f9e5245842-xs.jpg
CALABOKÊ - KARAOKÊ DO CALABA,"QUI, 18 JAN · 19:00","Calabouço Rock Bar - Rio de Janeiro, RJ",https://images.sympla.com.br/6579ee9e9060e-xs.png
Paranoid Android - 21 Anos,"SEX, 26 JAN · 23:00","Fonte! - Rio de Janeiro, RJ",https://images.sympla.com.br/65624e6f1acbb-xs.png
CRUSHOKÊ - KARAOKÊ DE ROCK,"QUI, 11 JAN · 19:00","Calabouço Rock Bar - Rio de Janeiro, RJ",https://images.sympla.com.br/6579ef9152b60-xs.jpg
FAMÍLIA MACABU NA BATUQ - ANO NOVO!,"SEG, 01 JAN · 16:00","BATUQ Casa de samba - Rio de Janeiro, RJ",https://images.sympla.com.br/658a1751dc7c7-xs.jpg
BON JOVI - BAD MEDICINE + MR. BIG - BUMP AHEAD,"SAB, 27 JAN · 20:00","Calabouço Rock Bar - Rio de Janeiro, RJ",https://images.sympla.com.br/6579ccb59fe75-xs.jpg
TEARS FOR FEARS - SEEDS OF LOVE + THE POLICE - SYNCHRONICITY,"SAB, 20 JAN · 20:00","Calabouço Rock Bar - Rio de Janeiro, RJ",https://images.sympla.com.br/6579dc69c71dd-xs.jpg
Réveillon da Praia 2024,"DOM, 31 DEZ · 21:00","Isla 26, Praia da Reserva - Rio de Janeiro, RJ",https://images.sympla.com.br/65889e6bdb501-xs.jpg
Réveillon no Guaca,"DOM, 31 DEZ · 19:00","GUACAMOLE COCINA MEXICANA - Rio de Janeiro, RJ",https://images.sympla.com.br/64ff2ebd65d7e-xs.png
FOFOCA _ 1ª DO ANO! 06/12,"SAB, 06 JAN · 22:00","Vizinha 123 - Rio de Janeiro, RJ",https://images.sympla.com.br/657b24f3de081-xs.jpg
Ana Jataí e Fabio Lobo + Convidados,"SAB, 13 JAN · 16:00","Mirante do Curvelo - Rio de Janeiro, RJ",https://images.sympla.com.br/65714294ef8cd-xs.jpg
Código Carioca - 2º edição,"QUI, 18 JAN · 18:30","R. Jangadeiros, 48 - Rio de Janeiro, RJ",https://images.sympla.com.br/6568d2343b0e9-xs.png
White Party - GOOD TRIP (Forfun e Rock 2000),"SEX, 29 DEZ · 18:00","Tribus Pub - Nova Iguaçu, RJ",https://images.sympla.com.br/656b9c880b036-xs.jpg
DU BABADU - GRITO DE CARNAVAL,"SAB, 20 JAN · 23:45","Ilha Cysne Clube - Itaperuna, RJ",https://images.sympla.com.br/657a060b70956-xs.jpg
Dia de Greve + MiMi + Busco Esposa (ES) no Barricada,"SEX, 12 JAN · 21:00","Barricada - Centro Cultural Marginal Fernando Calado - Niterói, RJ",https://images.sympla.com.br/65849c36cecf0-xs.jpg
PAGODE DO ADAME - MIRANTE DA ARABIA,"DOM, 21 JAN · 14:00","MIRANTE DA ARÁBIA - Duque de Caxias, RJ",https://images.sympla.com.br/657077902f4d8-xs.jpg
BAILE DO COPA 2024,"SAB, 10 FEV · 22:00","Copacabana Palace - Rio de Janeiro, RJ",https://assets.bileto.sympla.com.br/eventmanager/production/1gebcpa122rob5s097hvdlp6vpb1bdkqm3oobho4jtjudlfb39s8b8vuv17ivdkg3ma0je83ammj0i8lqdamoj4opg3l8104glefvhg.webp
Festa Subterrânea,"SAB, 13 JAN · 23:00","Espaço Multifoco / Cazota na Laje - Rio de Janeiro, RJ",https://images.sympla.com.br/6577c5bf9b485-xs.png
SANTA SALSA COM MANO A MANO NO BAR DOS DESCASADOS,"QUI, 04 JAN · 19:00","BAR DOS DESCASADOS - Rio de Janeiro, RJ",https://images.sympla.com.br/65831a07a1b1d-xs.png
TRIPLE KILL com as bandas MANUNKIND | LOWD | SUPERSONIDO no Garage Grindhouse,"SAB, 13 JAN · 22:00","Garage Grindhouse - Rio de Janeiro, RJ",https://images.sympla.com.br/656f89b43a354-xs.jpg
Projeto Sonar no Bar dos Descasados,"SAB, 20 JAN · 20:00","BAR DOS DESCASADOS - Rio de Janeiro, RJ",https://images.sympla.com.br/657b7b24eb957-xs.png
"Trem Mineiro, uai! toca Clube da Esquina no Bar dos Descasados","SAB, 13 JAN · 20:00","BAR DOS DESCASADOS - Rio de Janeiro, RJ",https://images.sympla.com.br/65807fc9de355-xs.png
Samba com Suzana Nascimento no Bar dos Descasados,"SAB, 27 JAN · 20:00","BAR DOS DESCASADOS - Rio de Janeiro, RJ",https://images.sympla.com.br/658b0db7c1914-xs.png
FESTA 3 EM 1,"SEX, 19 JAN · 21:00","ESPAÇO VALQUEIRE LOUNGE (Antigo Pega Pega) - Rio de Janeiro, RJ",https://images.sympla.com.br/65839a404903d-xs.png
MICARETA BEIJA MEU URSO - OPEN COOLER,"DOM, 14 JAN · 12:00","R. Pte. Nova, 459 - Rio de Janeiro, RJ",https://images.sympla.com.br/656be6b6df7d8-xs.jpg
Réveillon New Times 2024 Alto Barra,"DOM, 31 DEZ · 21:30","Alto Barra Beach Lounge - Rio de Janeiro, RJ",https://images.sympla.com.br/650c9eecd896e-xs.png
Festival Na Atividade,"SEX, 26 JAN · 20:00","Havana 59 Lapa - Rio de Janeiro, RJ",https://images.sympla.com.br/6586fe06a37d0-xs.png
Noite do Dance Bem,"SAB, 06 JAN · 18:00","Rooftop do Vogue Square - Rio de Janeiro, RJ",https://images.sympla.com.br/657f293423333-xs.png
Réveillon Vidigal 2024,"DOM, 31 DEZ · 22:00","VISÃO - VDG - Rio de Janeiro, RJ",https://images.sympla.com.br/656c941ea8245-xs.jpg
Brasilis Réveillon 2024 - eSuites Hotel Recreio Shopping,"DOM, 31 DEZ · 21:00","eSuites Hotel Recreio Shopping - Rio de Janeiro, RJ",https://images.sympla.com.br/6509faa51cd9f-xs.png
REVEILLON GIRAVINIL 2024,"DOM, 31 DEZ · 21:00","Quiosque Vida Boa - Cabo Frio, RJ",https://images.sympla.com.br/6553960531ef4-xs.png
REVEILLON 2024- PRAIA DE COPACABANA- TONY iBIZA,"DOM, 31 DEZ · 20:00","Quiosque Tony Ibiza - Rio de Janeiro, RJ",https://images.sympla.com.br/6529cf17afd1a-xs.jpg
Black Circle (Tributo Pearl Jam),"SEX, 15 MAR · 22:00","DRUNKS PUB - Rio de Janeiro, RJ",https://images.sympla.com.br/65791787eed0b-xs.png
"Réveillon Copacabana 2024 ""A AMIZADE"" - Point dos Amigos","DOM, 31 DEZ · 21:00","Point dos Amigos (Areia da Praia na Mesma Direção do Hotel JW Marriot) - Rio de Janeiro, RJ",https://images.sympla.com.br/651caf5d7b05c-xs.png
Seu Jorge,"SEX, 08 MAR · 20:00","Teatro Multiplan - VillageMall - Rio de Janeiro, RJ",https://assets.bileto.sympla.com.br/eventmanager/production/j88i34er481jtp8nbeite9d7752l8usfpplq3viedsru2ubkhqfi965hv29u5ak9j27mee4hm1vb2rs21319umcbc1msq36luc52si.jpeg
Aquele Samba,"SAB, 06 JAN · 19:00","R. Jardel Jércolis, 50 - Rio de Janeiro, RJ",https://images.sympla.com.br/657b7e1f408ed-xs.jpg
LUAU - PRÓXIMO POUSO,"DOM, 14 JAN · 19:00","Teatro Fashion Mall - Rio de Janeiro, RJ",https://assets.bileto.sympla.com.br/eventmanager/production/o9b74acqfedg57cv54nvpokeoflrjqajpbu9gru35e64e5a5mrskpcnl7rlqhevh34i4m3c4g6eh4keibfagih3245vfcg29318k43.jpeg
Clube Flashback,"SAB, 20 JAN · 20:00","Bar do Telão - Rio de Janeiro, RJ",https://images.sympla.com.br/65691fb320592-xs.png
Réveillon do Copa 2024 - Festa na piscina / Pool Party,"DOM, 31 DEZ · 23:00","Copacabana Palace - Rio de Janeiro, RJ",https://assets.bileto.sympla.com.br/eventmanager/production/2m4bm0etld7qb91o7hm6p64hg3shes0g5v35enpqch6d481j3eh0tjhl4oavjppbo7r51p9fglktteb3fk6ra3jrkl8lbjg8brp45fe.jpeg
Que treta é essa? Samba ou Pagode,"SAB, 13 JAN · 20:30","Teatro Brigitte Blair - Rio de Janeiro, RJ",https://assets.bileto.sympla.com.br/eventmanager/production/39qsdsdm2eipf8t42jlqukti891b4o6g2smjkc5gs5s8ousnbdiceghlee3aqomcmhanhquenpi31vs1jslmiq25fhi0sc6qdrqft87.webp
O XAXADINHO,"TER, 26 DEZ · 20:00","Severyna - Rio de Janeiro, RJ",https://images.sympla.com.br/6583bd7e3ec24-xs.jpg
Réveillon RUFtop 2024,"DOM, 31 DEZ · 20:00","RUFtop - Rio de Janeiro, RJ",https://images.sympla.com.br/65022ec3b4fcb-xs.png
Reveillon Exquina da Praia,"DOM, 31 DEZ · 20:00","Exquina da Praia - Rio de Janeiro, RJ",https://images.sympla.com.br/65255fc24f343-xs.png
REVOADA DÚ MANTÉM,"SAB, 06 ABR · 19:00","Rio de Janeiro - Rio de Janeiro, RJ",https://images.sympla.com.br/6583277b7069b-xs.png
Réveillon lá ilha,"DOM, 31 DEZ · 21:00","Lá ilha - Rio de Janeiro, RJ",https://images.sympla.com.br/655d4b980ac22-xs.jpg
Roda de Samba Embalaê,"DOM, 14 JAN · 14:00","Bangourmet - Rio de Janeiro, RJ",https://images.sympla.com.br/657c8d2f8c9fc-xs.jpg
"My 3 boys: Dino, Vernon , Dk Day! (Seventeen)","SAB, 17 FEV · 12:30","Quinta da Boa Vista - Rio de Janeiro, RJ",https://images.sympla.com.br/65637fc080ab9-xs.png
Réveillon 2024,"DOM, 31 DEZ · 21:00","Quiosque Som do Mar Eventos - Rio de Janeiro, RJ",https://images.sympla.com.br/64a34dbd3a779-xs.png
Baixada Eletro Party Festival Colaborativo,"DOM, 17 MAR · 08:00","Salão Rodrigues - Nilópolis, RJ",https://images.sympla.com.br/64c33a5fc6b7a-xs.png
PRÉ RÉVEILLON COM ARLINDINHO | 29 DE DEZEMBRO,"SEX, 29 DEZ · 16:00","Tower Park Tijuca - Rio de Janeiro, RJ",https://images.sympla.com.br/6571a60c75142-xs.jpg
A Estranha Taberna dos Prazeres,"SAB, 30 MAR · 16:00","Ilha de Gigoia - Rio de Janeiro, RJ",https://images.sympla.com.br/658847e361275-xs.png
REVEILLON DOS ANSIOSOS,"SEX, 29 DEZ · 18:00","Gastromar - Paraty, RJ",https://images.sympla.com.br/64e4eeff3136e-xs.jpg
